uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1457407509.06, 1457407511.8, 1457407511.8, 1457407515.37, 1457407515.39, 1457407515.85, 1457407515.86,1457407516.4, 1457407533.58, 1457407534.59, 1457407534.59, 1457407536.29, 1457407536.32
unit.000001, 1, sim, 1457407509.06, 1457407510.89, 1457407510.89, 1457407514.57, 1457407514.58, 1457407514.59, 1457407514.6,1457407514.95, 1457407533.63, 1457407534.62, 1457407534.63, 1457407535.54, 1457407535.57
unit.000002, 1, sim, 1457407509.06, 1457407511.07, 1457407511.07, 1457407514.71, 1457407514.72, 1457407514.73, 1457407514.74,1457407515.38, 1457407532.99, 1457407533.04, 1457407533.07, 1457407534.06, 1457407534.09
unit.000003, 1, sim, 1457407509.06, 1457407511.1, 1457407511.1, 1457407514.73, 1457407514.75, 1457407514.76, 1457407514.77,1457407515.94, 1457407533.1, 1457407533.53, 1457407533.54, 1457407535.73, 1457407535.76
unit.000004, 1, sim, 1457407509.06, 1457407511.23, 1457407511.23, 1457407514.87, 1457407514.88, 1457407514.89, 1457407514.9,1457407516.18, 1457407533.57, 1457407534.58, 1457407534.58, 1457407535.85, 1457407535.88
unit.000005, 1, sim, 1457407509.06, 1457407511.37, 1457407511.37, 1457407514.97, 1457407514.98, 1457407514.99, 1457407514.99,1457407516.33, 1457407533.42, 1457407533.81, 1457407533.82, 1457407535.96, 1457407535.98
unit.000006, 1, sim, 1457407509.06, 1457407511.47, 1457407511.47, 1457407515.06, 1457407515.08, 1457407515.08, 1457407515.11,1457407516.34, 1457407533.37, 1457407533.7, 1457407533.71, 1457407536.02, 1457407536.05
unit.000007, 1, sim, 1457407509.06, 1457407511.61, 1457407511.61, 1457407515.21, 1457407515.23, 1457407515.24, 1457407515.25,1457407516.37, 1457407533.1, 1457407533.55, 1457407533.55, 1457407536.13, 1457407536.15
unit.000008, 1, sim, 1457407509.06, 1457407511.75, 1457407511.75, 1457407515.34, 1457407515.35, 1457407515.35, 1457407515.36,1457407516.39, 1457407533.69, 1457407534.67, 1457407534.67, 1457407536.23, 1457407536.26
unit.000009, 1, sim, 1457407509.06, 1457407511.83, 1457407511.83, 1457407515.4, 1457407515.87, 1457407515.9, 1457407515.91,1457407516.4, 1457407533.38, 1457407533.73, 1457407533.74, 1457407536.29, 1457407536.32
unit.000010, 1, sim, 1457407509.06, 1457407511.94, 1457407511.94, 1457407515.98, 1457407516.01, 1457407516.02, 1457407516.02,1457407516.73, 1457407533.39, 1457407533.74, 1457407533.74, 1457407536.4, 1457407536.43
unit.000011, 1, sim, 1457407509.06, 1457407512.02, 1457407512.02, 1457407516.06, 1457407516.07, 1457407516.08, 1457407516.08,1457407516.74, 1457407533.39, 1457407533.75, 1457407533.75, 1457407536.51, 1457407536.53
unit.000012, 1, sim, 1457407509.06, 1457407512.08, 1457407512.08, 1457407516.1, 1457407516.12, 1457407516.12, 1457407516.13,1457407516.75, 1457407533.03, 1457407533.45, 1457407533.45, 1457407536.56, 1457407536.58
unit.000013, 1, sim, 1457407509.07, 1457407512.13, 1457407512.13, 1457407516.14, 1457407516.16, 1457407516.16, 1457407516.17,1457407516.76, 1457407533.4, 1457407533.76, 1457407533.76, 1457407536.62, 1457407536.64
unit.000014, 1, sim, 1457407509.07, 1457407512.29, 1457407512.29, 1457407516.27, 1457407516.28, 1457407516.29, 1457407516.3,1457407516.8, 1457407533.65, 1457407534.66, 1457407534.66, 1457407536.73, 1457407536.76
