uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1445787672.0, 1445788148.14, 1445787672.0, 1445788152.78, 1445788343.95, 1445788345.86
unit.000001, step_1, 1445787672.0, 1445787923.11, 1445787672.0, 1445787927.87, 1445788118.9, 1445788120.65
unit.000002, step_1, 1445787672.01, 1445787937.75, 1445787672.01, 1445787942.49, 1445788134.0, 1445788135.51
unit.000003, step_1, 1445787672.01, 1445787941.42, 1445787672.01, 1445787946.18, 1445788136.82, 1445788138.96
unit.000004, step_1, 1445787672.02, 1445787948.66, 1445787672.02, 1445787953.52, 1445788147.39, 1445788149.35
unit.000005, step_1, 1445787672.02, 1445787956.08, 1445787672.02, 1445787960.8, 1445788152.23, 1445788154.0
unit.000006, step_1, 1445787672.03, 1445787963.6, 1445787672.03, 1445787968.51, 1445788159.37, 1445788161.02
unit.000007, step_1, 1445787672.03, 1445787970.99, 1445787672.03, 1445787975.78, 1445788166.91, 1445788168.92
unit.000008, step_1, 1445787672.04, 1445787981.87, 1445787672.04, 1445787986.38, 1445788180.89, 1445788182.65
unit.000009, step_1, 1445787672.04, 1445787989.14, 1445787672.04, 1445787993.81, 1445788187.22, 1445788188.39
unit.000010, step_1, 1445787672.05, 1445787996.66, 1445787672.05, 1445788001.33, 1445788193.75, 1445788195.3
unit.000011, step_1, 1445787672.05, 1445788007.52, 1445787672.05, 1445788012.31, 1445788203.1, 1445788204.72
unit.000012, step_1, 1445787672.06, 1445788015.05, 1445787672.06, 1445788019.64, 1445788210.43, 1445788211.81
unit.000013, step_1, 1445787672.06, 1445788026.31, 1445787672.06, 1445788030.94, 1445788223.39, 1445788225.55
unit.000014, step_1, 1445787672.07, 1445788033.51, 1445787672.07, 1445788038.36, 1445788229.41, 1445788230.62
unit.000015, step_1, 1445787672.07, 1445788040.99, 1445787672.07, 1445788045.64, 1445788236.24, 1445788237.84
unit.000016, step_1, 1445787672.07, 1445788044.71, 1445787672.07, 1445788049.4, 1445788240.11, 1445788241.66
unit.000017, step_1, 1445787672.07, 1445788052.02, 1445787672.07, 1445788056.9, 1445788248.63, 1445788250.54
unit.000018, step_1, 1445787672.08, 1445788059.26, 1445787672.08, 1445788064.11, 1445788255.0, 1445788256.53
unit.000019, step_1, 1445787672.08, 1445788066.89, 1445787672.08, 1445788071.53, 1445788261.93, 1445788264.12
unit.000020, step_1, 1445787672.08, 1445788078.03, 1445787672.08, 1445788082.66, 1445788272.96, 1445788274.28
unit.000021, step_1, 1445787672.09, 1445788085.49, 1445787672.09, 1445788090.1, 1445788280.99, 1445788282.45
unit.000022, step_1, 1445787672.09, 1445788093.03, 1445787672.09, 1445788097.82, 1445788288.81, 1445788290.56
unit.000023, step_1, 1445787672.1, 1445788096.68, 1445787672.1, 1445788101.38, 1445788293.12, 1445788294.13
unit.000024, step_1, 1445787672.11, 1445788103.99, 1445787672.11, 1445788108.69, 1445788301.64, 1445788303.11
unit.000025, step_1, 1445787672.11, 1445788107.68, 1445787672.11, 1445788112.45, 1445788305.56, 1445788306.66
unit.000026, step_1, 1445787672.11, 1445788115.08, 1445787672.11, 1445788119.72, 1445788311.57, 1445788312.53
unit.000027, step_1, 1445787672.12, 1445788122.35, 1445787672.12, 1445788127.11, 1445788318.49, 1445788319.58
unit.000028, step_1, 1445787672.13, 1445788133.38, 1445787672.13, 1445788138.12, 1445788328.72, 1445788329.88
unit.000029, step_1, 1445787672.13, 1445788140.61, 1445787672.13, 1445788145.31, 1445788338.84, 1445788340.24
unit.000030, step_1, 1445787672.14, 1445787680.22, 1445787672.14, 1445787692.63, 1445787885.56, 1445787886.49
unit.000031, step_1, 1445787672.14, 1445787688.03, 1445787672.14, 1445787692.82, 1445787883.85, 1445787885.22
unit.000032, step_1, 1445787672.15, 1445787757.62, 1445787672.15, 1445787762.39, 1445787955.56, 1445787956.56
unit.000033, step_1, 1445787672.15, 1445787698.89, 1445787672.15, 1445787703.43, 1445787897.24, 1445787899.11
unit.000034, step_1, 1445787672.16, 1445787706.24, 1445787672.16, 1445787710.92, 1445787902.79, 1445787903.9
unit.000035, step_1, 1445787672.17, 1445787713.52, 1445787672.17, 1445787718.08, 1445787912.66, 1445787914.07
unit.000036, step_1, 1445787672.17, 1445787721.1, 1445787672.17, 1445787725.75, 1445787917.7, 1445787919.13
unit.000037, step_1, 1445787672.18, 1445787746.71, 1445787672.18, 1445787751.36, 1445787945.89, 1445787947.0
unit.000038, step_1, 1445787672.19, 1445787753.97, 1445787672.19, 1445787758.45, 1445787949.62, 1445787950.52
unit.000039, step_1, 1445787672.19, 1445787761.45, 1445787672.19, 1445787766.15, 1445787956.76, 1445787957.19
unit.000040, step_1, 1445787672.19, 1445787728.38, 1445787672.19, 1445787733.23, 1445787924.24, 1445787924.82
unit.000041, step_1, 1445787672.21, 1445787724.75, 1445787672.21, 1445787729.51, 1445787920.31, 1445787920.97
unit.000042, step_1, 1445787672.21, 1445787992.81, 1445787672.21, 1445787997.96, 1445788188.93, 1445788190.83
unit.000043, step_1, 1445787672.21, 1445787794.58, 1445787672.21, 1445787799.34, 1445787990.3, 1445787991.03
unit.000044, step_1, 1445787672.21, 1445787816.4, 1445787672.21, 1445787821.44, 1445788014.27, 1445788016.0
unit.000045, step_1, 1445787672.23, 1445788029.94, 1445787672.23, 1445788034.76, 1445788225.9, 1445788227.0
unit.000046, step_1, 1445787672.24, 1445788126.01, 1445787672.24, 1445788130.9, 1445788323.6, 1445788325.35
unit.000047, step_1, 1445787672.24, 1445787790.67, 1445787672.24, 1445787795.15, 1445787986.16, 1445787987.5
unit.000048, step_1, 1445787672.25, 1445787809.13, 1445787672.25, 1445787813.91, 1445788008.73, 1445788010.37
unit.000049, step_1, 1445787672.25, 1445787801.8, 1445787672.25, 1445787806.39, 1445788003.09, 1445788004.38
unit.000050, step_1, 1445787672.25, 1445787779.59, 1445787672.25, 1445787784.44, 1445787975.09, 1445787977.05
unit.000051, step_1, 1445787672.26, 1445787790.83, 1445787672.26, 1445787795.59, 1445787988.39, 1445787989.77
unit.000052, step_1, 1445787672.26, 1445787823.87, 1445787672.26, 1445787828.63, 1445788019.4, 1445788020.83
unit.000053, step_1, 1445787672.27, 1445787739.29, 1445787672.27, 1445787744.3, 1445787936.83, 1445787937.44
unit.000054, step_1, 1445787672.27, 1445787856.69, 1445787672.27, 1445787861.41, 1445788053.03, 1445788053.65
unit.000055, step_1, 1445787672.28, 1445787864.05, 1445787672.28, 1445787868.74, 1445788062.0, 1445788063.68
unit.000056, step_1, 1445787672.29, 1445787867.86, 1445787672.29, 1445787872.73, 1445788065.21, 1445788066.42
unit.000057, step_1, 1445787672.29, 1445787912.14, 1445787672.29, 1445787916.85, 1445788108.43, 1445788110.28
unit.000058, step_1, 1445787672.29, 1445787882.51, 1445787672.29, 1445787887.23, 1445788078.81, 1445788080.26
unit.000059, step_1, 1445787672.3, 1445787893.38, 1445787672.3, 1445787898.05, 1445788088.99, 1445788090.52
unit.000060, step_1, 1445787672.3, 1445787897.1, 1445787672.3, 1445787901.8, 1445788095.53, 1445788096.33
unit.000061, step_1, 1445787672.3, 1445787912.07, 1445787672.3, 1445787916.63, 1445788109.04, 1445788110.1
unit.000062, step_1, 1445787672.32, 1445787732.0, 1445787672.32, 1445787736.79, 1445787927.46, 1445787929.3
unit.000063, step_1, 1445787672.32, 1445787691.75, 1445787672.32, 1445787696.38, 1445787890.21, 1445787891.24
