uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1445781482.46, 1445781524.93, 1445781482.46, 1445781529.59, 1445781720.24, 1445781722.52
unit.000001, step_1, 1445781482.5, 1445781495.59, 1445781482.5, 1445781500.26, 1445781691.87, 1445781693.73
unit.000002, step_1, 1445781482.5, 1445781546.16, 1445781482.5, 1445781550.64, 1445781743.79, 1445781745.36
unit.000003, step_1, 1445781482.52, 1445781535.95, 1445781482.52, 1445781540.39, 1445781734.97, 1445781736.29
unit.000004, step_1, 1445781482.53, 1445781485.0, 1445781482.53, 1445781493.54, 1445781685.16, 1445781686.84
unit.000005, step_1, 1445781482.57, 1445781502.78, 1445781482.57, 1445781507.42, 1445781697.99, 1445781699.54
unit.000006, step_1, 1445781482.59, 1445781517.16, 1445781482.59, 1445781521.62, 1445781714.43, 1445781715.7
unit.000007, step_1, 1445781482.6, 1445781520.79, 1445781482.6, 1445781525.4, 1445781718.44, 1445781719.74
unit.000008, step_1, 1445781482.63, 1445781496.1, 1445781482.63, 1445781500.81, 1445781692.03, 1445781693.8
unit.000009, step_1, 1445781482.63, 1445781506.9, 1445781482.63, 1445781511.52, 1445781702.8, 1445781704.08
unit.000010, step_1, 1445781482.66, 1445781510.52, 1445781482.66, 1445781515.31, 1445781705.41, 1445781706.8
unit.000011, step_1, 1445781482.66, 1445781513.54, 1445781482.66, 1445781517.99, 1445781709.21, 1445781710.67
unit.000012, step_1, 1445781482.69, 1445781528.04, 1445781482.69, 1445781532.57, 1445781723.15, 1445781723.87
unit.000013, step_1, 1445781482.72, 1445781528.77, 1445781482.72, 1445781533.38, 1445781726.36, 1445781728.14
unit.000014, step_1, 1445781482.74, 1445781532.33, 1445781482.74, 1445781537.01, 1445781727.36, 1445781729.49
unit.000015, step_1, 1445781482.75, 1445781539.55, 1445781482.75, 1445781544.18, 1445781736.48, 1445781737.47
unit.000016, step_1, 1445781482.75, 1445781543.15, 1445781482.75, 1445781547.82, 1445781740.89, 1445781742.0
unit.000017, step_1, 1445781482.81, 1445781485.0, 1445781482.81, 1445781496.63, 1445781687.26, 1445781689.02
unit.000018, step_1, 1445781482.83, 1445781492.5, 1445781482.83, 1445781497.33, 1445781687.76, 1445781689.2
unit.000019, step_1, 1445781482.85, 1445781499.2, 1445781482.85, 1445781503.79, 1445781694.18, 1445781696.1
unit.000020, step_1, 1445781482.85, 1445781542.53, 1445781482.85, 1445781547.01, 1445781739.58, 1445781740.83
unit.000021, step_1, 1445781482.85, 1445781509.94, 1445781482.85, 1445781514.61, 1445781705.36, 1445781706.63
unit.000022, step_1, 1445781482.9, 1445781506.36, 1445781482.9, 1445781510.82, 1445781705.2, 1445781706.45
unit.000023, step_1, 1445781482.92, 1445781514.1, 1445781482.92, 1445781518.54, 1445781709.37, 1445781710.85
unit.000024, step_1, 1445781482.95, 1445781517.74, 1445781482.95, 1445781522.33, 1445781720.34, 1445781722.27
unit.000025, step_1, 1445781482.95, 1445781503.3, 1445781482.95, 1445781508.12, 1445781700.19, 1445781701.78
unit.000026, step_1, 1445781482.97, 1445781535.26, 1445781482.97, 1445781539.84, 1445781730.36, 1445781731.76
unit.000027, step_1, 1445781482.97, 1445781531.64, 1445781482.97, 1445781536.2, 1445781726.86, 1445781728.32
unit.000028, step_1, 1445781483.03, 1445781521.37, 1445781483.03, 1445781525.96, 1445781718.59, 1445781719.92
unit.000029, step_1, 1445781483.03, 1445781538.89, 1445781483.03, 1445781543.37, 1445781733.97, 1445781735.12
unit.000030, step_1, 1445781483.03, 1445781499.69, 1445781483.03, 1445781504.49, 1445781695.78, 1445781697.25
unit.000031, step_1, 1445781483.07, 1445781524.51, 1445781483.07, 1445781529.04, 1445781722.25, 1445781723.7
unit.000032, step_2, 1445781747.44, 1445781760.16, 1445781747.44, 1445781761.95, 1445781974.47, 1445781978.11
unit.000033, step_2, 1445781747.44, 1445781753.78, 1445781747.44, 1445781755.94, 1445781968.5, 1445781969.97
unit.000034, step_2, 1445781747.44, 1445781751.96, 1445781747.44, 1445781753.9, 1445781969.56, 1445781971.24
unit.000035, step_2, 1445781747.44, 1445781761.09, 1445781747.44, 1445781763.17, 1445781976.08, 1445781978.11
unit.000036, step_2, 1445781747.45, 1445781759.36, 1445781747.45, 1445781761.25, 1445781974.27, 1445781977.93
unit.000037, step_2, 1445781747.45, 1445781763.3, 1445781747.45, 1445781765.39, 1445781983.69, 1445781985.18
unit.000038, step_2, 1445781747.45, 1445781759.24, 1445781747.45, 1445781761.12, 1445781973.87, 1445781975.58
unit.000039, step_2, 1445781747.45, 1445781758.45, 1445781747.45, 1445781760.33, 1445781974.17, 1445781976.84
