uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1445782104.01, 1445782156.84, 1445782104.01, 1445782161.22, 1445782352.07, 1445782354.11
unit.000001, step_1, 1445782104.02, 1445782107.31, 1445782104.02, 1445782116.67, 1445782311.63, 1445782313.1
unit.000002, step_1, 1445782104.02, 1445782240.54, 1445782104.02, 1445782247.25, 1445782442.41, 1445782443.79
unit.000003, step_1, 1445782104.02, 1445782134.52, 1445782104.02, 1445782139.11, 1445782330.1, 1445782331.32
unit.000004, step_1, 1445782104.03, 1445782148.91, 1445782104.03, 1445782153.87, 1445782350.97, 1445782352.76
unit.000005, step_1, 1445782104.04, 1445782172.31, 1445782104.04, 1445782178.68, 1445782374.34, 1445782376.34
unit.000006, step_1, 1445782104.05, 1445782177.63, 1445782104.05, 1445782184.54, 1445782386.16, 1445782387.59
unit.000007, step_1, 1445782104.05, 1445782186.61, 1445782104.05, 1445782191.39, 1445782385.11, 1445782388.11
unit.000008, step_1, 1445782104.05, 1445782194.08, 1445782104.05, 1445782198.79, 1445782389.48, 1445782390.64
unit.000009, step_1, 1445782104.06, 1445782205.21, 1445782104.06, 1445782209.9, 1445782401.81, 1445782403.16
unit.000010, step_1, 1445782104.06, 1445782209.36, 1445782104.06, 1445782213.82, 1445782427.27, 1445782428.92
unit.000011, step_1, 1445782104.06, 1445782233.37, 1445782104.06, 1445782237.96, 1445782450.62, 1445782452.81
unit.000012, step_1, 1445782104.07, 1445782168.73, 1445782104.07, 1445782173.35, 1445782364.31, 1445782365.97
unit.000013, step_1, 1445782104.07, 1445782223.0, 1445782104.07, 1445782227.61, 1445782423.86, 1445782425.3
unit.000014, step_1, 1445782104.07, 1445782226.65, 1445782104.07, 1445782231.13, 1445782424.16, 1445782425.48
unit.000015, step_1, 1445782104.08, 1445782233.87, 1445782104.08, 1445782238.49, 1445782444.81, 1445782446.15
unit.000016, step_1, 1445782104.09, 1445782127.25, 1445782104.09, 1445782131.93, 1445782322.17, 1445782323.44
unit.000017, step_1, 1445782104.09, 1445782132.1, 1445782104.09, 1445782136.57, 1445782333.91, 1445782335.8
unit.000018, step_1, 1445782104.1, 1445782154.13, 1445782104.1, 1445782158.76, 1445782351.07, 1445782352.94
unit.000019, step_1, 1445782104.1, 1445782143.85, 1445782104.1, 1445782149.91, 1445782345.25, 1445782346.96
unit.000020, step_1, 1445782104.11, 1445782138.14, 1445782104.11, 1445782144.67, 1445782340.63, 1445782342.51
unit.000021, step_1, 1445782104.11, 1445782160.3, 1445782104.11, 1445782164.93, 1445782357.29, 1445782358.64
unit.000022, step_1, 1445782104.12, 1445782121.13, 1445782104.12, 1445782125.77, 1445782317.96, 1445782319.99
unit.000023, step_1, 1445782104.12, 1445782181.29, 1445782104.12, 1445782188.15, 1445782384.97, 1445782386.32
unit.000024, step_1, 1445782104.13, 1445782115.69, 1445782104.13, 1445782122.15, 1445782317.86, 1445782319.26
unit.000025, step_1, 1445782104.13, 1445782175.08, 1445782104.13, 1445782183.61, 1445782378.25, 1445782380.3
unit.000026, step_1, 1445782104.14, 1445782198.46, 1445782104.14, 1445782203.2, 1445782395.65, 1445782397.36
unit.000027, step_1, 1445782104.14, 1445782205.75, 1445782104.14, 1445782210.42, 1445782404.32, 1445782405.51
unit.000028, step_1, 1445782104.14, 1445782212.95, 1445782104.14, 1445782220.51, 1445782415.75, 1445782417.32
unit.000029, step_1, 1445782104.14, 1445782124.75, 1445782104.14, 1445782129.21, 1445782321.92, 1445782323.3
unit.000030, step_1, 1445782104.15, 1445782209.03, 1445782104.15, 1445782213.63, 1445782408.83, 1445782410.05
unit.000031, step_1, 1445782104.15, 1445782187.62, 1445782104.15, 1445782192.09, 1445782386.17, 1445782388.11
unit.000032, step_1, 1445782104.15, 1445782219.46, 1445782104.15, 1445782223.98, 1445782416.15, 1445782417.5
unit.000033, step_1, 1445782104.16, 1445782123.63, 1445782104.16, 1445782128.2, 1445782321.77, 1445782323.12
unit.000034, step_1, 1445782104.16, 1445782130.88, 1445782104.16, 1445782135.55, 1445782327.24, 1445782329.07
unit.000035, step_1, 1445782104.17, 1445782165.08, 1445782104.17, 1445782169.58, 1445782360.68, 1445782362.08
unit.000036, step_1, 1445782104.17, 1445782230.08, 1445782104.17, 1445782234.86, 1445782434.49, 1445782435.98
unit.000037, step_1, 1445782104.18, 1445782161.5, 1445782104.18, 1445782166.17, 1445782359.49, 1445782360.91
unit.000038, step_1, 1445782104.19, 1445782183.69, 1445782104.19, 1445782188.68, 1445782385.17, 1445782387.94
unit.000039, step_1, 1445782104.2, 1445782225.88, 1445782104.2, 1445782230.57, 1445782434.89, 1445782435.81
unit.000040, step_1, 1445782104.2, 1445782190.36, 1445782104.2, 1445782194.92, 1445782386.77, 1445782388.28
unit.000041, step_1, 1445782104.21, 1445782194.82, 1445782104.21, 1445782199.32, 1445782390.08, 1445782391.73
unit.000042, step_1, 1445782104.21, 1445782201.56, 1445782104.21, 1445782206.17, 1445782400.31, 1445782401.89
unit.000043, step_1, 1445782104.21, 1445782107.31, 1445782104.21, 1445782120.85, 1445782317.66, 1445782319.08
unit.000044, step_1, 1445782104.21, 1445782236.94, 1445782104.21, 1445782241.44, 1445782435.89, 1445782436.73
unit.000045, step_1, 1445782104.22, 1445782197.94, 1445782104.22, 1445782202.51, 1445782395.5, 1445782397.36
unit.000046, step_1, 1445782104.22, 1445782218.52, 1445782104.22, 1445782223.22, 1445782429.68, 1445782431.27
unit.000047, step_1, 1445782104.23, 1445782139.34, 1445782104.23, 1445782146.41, 1445782346.55, 1445782348.13
unit.000048, step_1, 1445782104.24, 1445782202.1, 1445782104.24, 1445782206.7, 1445782397.9, 1445782399.71
unit.000049, step_1, 1445782104.24, 1445782145.38, 1445782104.24, 1445782151.37, 1445782349.21, 1445782350.4
unit.000050, step_1, 1445782104.25, 1445782135.71, 1445782104.25, 1445782140.41, 1445782336.72, 1445782338.07
unit.000051, step_1, 1445782104.25, 1445782157.93, 1445782104.25, 1445782162.52, 1445782355.48, 1445782357.47
unit.000052, step_1, 1445782104.25, 1445782119.99, 1445782104.25, 1445782124.55, 1445782317.8, 1445782319.44
unit.000053, step_1, 1445782104.26, 1445782167.57, 1445782104.26, 1445782172.05, 1445782363.91, 1445782364.7
unit.000054, step_1, 1445782104.27, 1445782153.0, 1445782104.27, 1445782157.74, 1445782349.06, 1445782350.49
unit.000055, step_1, 1445782104.27, 1445782222.29, 1445782104.27, 1445782226.84, 1445782438.8, 1445782440.18
unit.000056, step_1, 1445782104.27, 1445782237.45, 1445782104.27, 1445782241.97, 1445782440.7, 1445782442.53
unit.000057, step_1, 1445782104.28, 1445782163.93, 1445782104.28, 1445782168.57, 1445782363.31, 1445782364.53
unit.000058, step_1, 1445782104.28, 1445782212.69, 1445782104.28, 1445782219.53, 1445782418.75, 1445782420.02
unit.000059, step_1, 1445782104.28, 1445782171.18, 1445782104.28, 1445782177.65, 1445782369.93, 1445782371.61
unit.000060, step_1, 1445782104.29, 1445782150.47, 1445782104.29, 1445782155.1, 1445782351.29, 1445782352.84
unit.000061, step_1, 1445782104.3, 1445782128.36, 1445782104.3, 1445782132.94, 1445782327.09, 1445782328.93
unit.000062, step_1, 1445782104.3, 1445782191.06, 1445782104.3, 1445782195.84, 1445782386.98, 1445782389.38
unit.000063, step_1, 1445782104.3, 1445782229.58, 1445782104.3, 1445782234.33, 1445782424.87, 1445782426.73
unit.000064, step_2, 1445782458.52, 1445782465.68, 1445782458.52, 1445782469.39, 1445782682.08, 1445782683.34
unit.000065, step_2, 1445782458.53, 1445782486.17, 1445782458.53, 1445782488.33, 1445782701.26, 1445782703.42
unit.000066, step_2, 1445782458.53, 1445782480.74, 1445782458.53, 1445782482.81, 1445782695.34, 1445782697.54
unit.000067, step_2, 1445782458.55, 1445782463.83, 1445782458.55, 1445782465.65, 1445782679.57, 1445782681.45
unit.000068, step_2, 1445782458.55, 1445782462.08, 1445782458.55, 1445782464.1, 1445782679.67, 1445782681.27
unit.000069, step_2, 1445782458.56, 1445782479.82, 1445782458.56, 1445782481.7, 1445782694.56, 1445782696.2
unit.000070, step_2, 1445782458.56, 1445782487.28, 1445782458.56, 1445782489.3, 1445782703.37, 1445782703.88
unit.000071, step_2, 1445782458.57, 1445782490.97, 1445782458.57, 1445782492.83, 1445782706.98, 1445782709.02
unit.000072, step_2, 1445782458.58, 1445782481.65, 1445782458.58, 1445782483.71, 1445782696.44, 1445782697.72
unit.000073, step_2, 1445782458.58, 1445782482.56, 1445782458.58, 1445782484.56, 1445782698.73, 1445782700.07
unit.000074, step_2, 1445782458.58, 1445782484.31, 1445782458.58, 1445782486.1, 1445782700.65, 1445782702.44
unit.000075, step_2, 1445782458.6, 1445782469.41, 1445782458.6, 1445782471.46, 1445782686.28, 1445782687.31
unit.000076, step_2, 1445782458.6, 1445782476.99, 1445782458.6, 1445782478.86, 1445782692.62, 1445782694.02
unit.000077, step_2, 1445782458.62, 1445782464.84, 1445782458.62, 1445782468.46, 1445782681.38, 1445782683.02
unit.000078, step_2, 1445782458.62, 1445782489.12, 1445782458.62, 1445782491.09, 1445782702.96, 1445782704.06
unit.000079, step_2, 1445782458.62, 1445782485.23, 1445782458.62, 1445782487.21, 1445782700.35, 1445782701.27
unit.000080, step_2, 1445782458.65, 1445782489.12, 1445782458.65, 1445782491.29, 1445782706.57, 1445782708.14
unit.000081, step_2, 1445782458.65, 1445782463.91, 1445782458.65, 1445782467.85, 1445782680.57, 1445782681.63
unit.000082, step_2, 1445782458.65, 1445782477.98, 1445782458.65, 1445782479.95, 1445782694.33, 1445782695.82
unit.000083, step_2, 1445782458.67, 1445782487.28, 1445782458.67, 1445782489.1, 1445782701.56, 1445782703.6
unit.000084, step_2, 1445782458.67, 1445782465.77, 1445782458.67, 1445782469.59, 1445782681.78, 1445782683.34
unit.000085, step_2, 1445782458.67, 1445782477.91, 1445782458.67, 1445782479.75, 1445782692.32, 1445782694.38
unit.000086, step_2, 1445782458.67, 1445782478.84, 1445782458.67, 1445782480.62, 1445782696.59, 1445782697.65
unit.000087, step_2, 1445782458.71, 1445782471.18, 1445782458.71, 1445782473.0, 1445782685.69, 1445782687.14
unit.000088, step_2, 1445782458.71, 1445782472.16, 1445782458.71, 1445782474.58, 1445782686.8, 1445782687.31
unit.000089, step_2, 1445782458.72, 1445782480.67, 1445782458.72, 1445782482.6, 1445782695.14, 1445782697.47
unit.000090, step_2, 1445782458.72, 1445782483.47, 1445782458.72, 1445782485.55, 1445782701.06, 1445782703.24
unit.000091, step_2, 1445782458.72, 1445782491.88, 1445782458.72, 1445782493.83, 1445782707.78, 1445782709.2
unit.000092, step_2, 1445782458.74, 1445782478.9, 1445782458.74, 1445782480.83, 1445782695.03, 1445782696.0
unit.000093, step_2, 1445782458.74, 1445782477.04, 1445782458.74, 1445782479.07, 1445782692.72, 1445782694.2
unit.000094, step_2, 1445782458.75, 1445782470.27, 1445782458.75, 1445782472.15, 1445782684.99, 1445782686.96
unit.000095, step_2, 1445782458.75, 1445782490.04, 1445782458.75, 1445782492.17, 1445782706.72, 1445782708.49
unit.000096, step_2, 1445782458.76, 1445782469.36, 1445782458.76, 1445782471.25, 1445782687.0, 1445782688.58
unit.000097, step_2, 1445782458.77, 1445782461.17, 1445782458.77, 1445782462.99, 1445782679.36, 1445782680.36
unit.000098, step_2, 1445782458.77, 1445782475.16, 1445782458.77, 1445782476.98, 1445782694.23, 1445782696.03
unit.000099, step_2, 1445782458.77, 1445782474.24, 1445782458.77, 1445782476.11, 1445782688.34, 1445782690.03
unit.000100, step_2, 1445782458.78, 1445782462.99, 1445782458.78, 1445782464.98, 1445782679.46, 1445782680.54
unit.000101, step_2, 1445782458.78, 1445782488.2, 1445782458.78, 1445782489.97, 1445782703.97, 1445782705.32
unit.000102, step_2, 1445782458.8, 1445782490.97, 1445782458.8, 1445782493.04, 1445782706.78, 1445782708.67
unit.000103, step_2, 1445782458.8, 1445782491.88, 1445782458.8, 1445782493.92, 1445782713.59, 1445782715.09
unit.000104, step_2, 1445782458.8, 1445782474.24, 1445782458.8, 1445782476.31, 1445782693.51, 1445782694.56
unit.000105, step_2, 1445782458.81, 1445782468.46, 1445782458.81, 1445782470.26, 1445782683.27, 1445782684.6
unit.000106, step_2, 1445782458.81, 1445782475.18, 1445782458.81, 1445782477.3, 1445782689.51, 1445782691.29
unit.000107, step_2, 1445782458.81, 1445782488.2, 1445782458.81, 1445782490.18, 1445782707.08, 1445782708.84
unit.000108, step_2, 1445782458.82, 1445782473.32, 1445782458.82, 1445782475.44, 1445782690.01, 1445782691.12
unit.000109, step_2, 1445782458.83, 1445782484.39, 1445782458.83, 1445782486.31, 1445782700.81, 1445782702.54
unit.000110, step_2, 1445782458.85, 1445782483.4, 1445782458.85, 1445782485.23, 1445782700.86, 1445782703.07
unit.000111, step_2, 1445782458.85, 1445782464.74, 1445782458.85, 1445782468.26, 1445782681.03, 1445782683.02
unit.000112, step_2, 1445782458.85, 1445782473.31, 1445782458.85, 1445782475.26, 1445782688.34, 1445782689.85
unit.000113, step_2, 1445782458.85, 1445782470.32, 1445782458.85, 1445782472.33, 1445782685.24, 1445782687.13
unit.000114, step_2, 1445782458.85, 1445782490.04, 1445782458.85, 1445782491.96, 1445782706.88, 1445782708.31
unit.000115, step_2, 1445782458.88, 1445782471.24, 1445782458.88, 1445782473.21, 1445782688.0, 1445782689.85
unit.000116, step_2, 1445782458.88, 1445782461.04, 1445782458.88, 1445782462.79, 1445782678.86, 1445782680.19
unit.000117, step_2, 1445782458.89, 1445782462.89, 1445782458.89, 1445782464.77, 1445782682.88, 1445782684.6
unit.000118, step_2, 1445782458.9, 1445782472.1, 1445782458.9, 1445782474.45, 1445782687.5, 1445782688.58
unit.000119, step_2, 1445782458.91, 1445782461.95, 1445782458.91, 1445782463.9, 1445782680.47, 1445782681.09
unit.000120, step_2, 1445782458.92, 1445782482.49, 1445782458.92, 1445782484.35, 1445782698.55, 1445782700.0
unit.000121, step_2, 1445782458.92, 1445782476.08, 1445782458.92, 1445782477.85, 1445782690.43, 1445782691.47
unit.000122, step_2, 1445782458.93, 1445782486.22, 1445782458.93, 1445782488.54, 1445782700.55, 1445782702.71
unit.000123, step_2, 1445782458.93, 1445782479.76, 1445782458.93, 1445782481.49, 1445782694.83, 1445782696.27
unit.000124, step_2, 1445782458.95, 1445782481.58, 1445782458.95, 1445782483.5, 1445782701.16, 1445782702.89
unit.000125, step_2, 1445782458.95, 1445782485.31, 1445782458.95, 1445782487.42, 1445782700.45, 1445782702.62
unit.000126, step_2, 1445782458.95, 1445782468.49, 1445782458.95, 1445782470.46, 1445782684.29, 1445782685.87
unit.000127, step_2, 1445782458.97, 1445782476.11, 1445782458.97, 1445782478.06, 1445782691.32, 1445782692.75
