uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446541378.24, 1446542170.49, 1446541378.24, 1446542175.0, 1446542367.63, 1446542369.86
unit.000001, step_1, 1446541378.24, 1446542185.49, 1446541378.24, 1446542189.62, 1446542382.34, 1446542383.68
unit.000002, step_1, 1446541378.24, 1446542199.23, 1446541378.24, 1446542203.51, 1446542398.36, 1446542399.81
unit.000003, step_1, 1446541378.25, 1446542482.34, 1446541378.25, 1446542487.06, 1446542679.06, 1446542679.82
unit.000004, step_1, 1446541378.25, 1446542529.72, 1446541378.25, 1446542534.44, 1446542727.08, 1446542728.38
unit.000005, step_1, 1446541378.25, 1446542586.57, 1446541378.25, 1446542590.77, 1446542784.59, 1446542785.91
unit.000006, step_1, 1446541378.25, 1446542633.39, 1446541378.25, 1446542637.99, 1446542830.52, 1446542831.6
unit.000007, step_1, 1446541378.25, 1446542233.87, 1446541378.25, 1446542237.79, 1446542430.49, 1446542431.49
unit.000008, step_1, 1446541378.25, 1446542243.75, 1446541378.25, 1446542247.87, 1446542438.54, 1446542439.87
unit.000009, step_1, 1446541378.26, 1446542759.76, 1446541378.26, 1446542764.66, 1446542957.26, 1446542958.86
unit.000010, step_1, 1446541378.26, 1446542792.8, 1446541378.26, 1446542797.34, 1446542991.26, 1446542992.78
unit.000011, step_1, 1446541378.26, 1446542833.72, 1446541378.26, 1446542838.33, 1446543031.29, 1446543032.72
unit.000012, step_1, 1446541378.26, 1446543001.75, 1446541378.26, 1446543007.08, 1446543263.72, 1446543265.37
unit.000013, step_1, 1446541378.26, 1446543121.6, 1446541378.26, 1446543127.28, 1446543317.9, 1446543318.76
unit.000014, step_1, 1446541378.26, 1446543299.65, 1446541378.26, 1446543304.78, 1446543496.06, 1446543498.17
unit.000015, step_1, 1446541378.26, 1446543354.64, 1446541378.26, 1446543358.95, 1446543550.61, 1446543552.13
unit.000016, step_1, 1446541378.27, 1446542301.74, 1446541378.27, 1446542305.84, 1446542496.64, 1446542497.95
unit.000017, step_1, 1446541378.27, 1446543431.18, 1446541378.27, 1446543436.25, 1446543627.28, 1446543629.34
unit.000018, step_1, 1446541378.27, 1446543484.11, 1446541378.27, 1446543488.32, 1446543678.89, 1446543680.06
unit.000019, step_1, 1446541378.27, 1446543536.99, 1446541378.27, 1446543541.4, 1446543734.64, 1446543736.36
unit.000020, step_1, 1446541378.27, 1446543635.45, 1446541378.27, 1446543639.95, 1446543832.63, 1446543833.79
unit.000021, step_1, 1446541378.28, 1446541604.88, 1446541378.28, 1446541609.04, 1446541802.8, 1446541804.27
unit.000022, step_1, 1446541378.28, 1446542994.55, 1446541378.28, 1446542999.09, 1446543263.67, 1446543265.36
unit.000023, step_1, 1446541378.28, 1446541661.19, 1446541378.28, 1446541665.62, 1446541858.59, 1446541859.67
unit.000024, step_1, 1446541378.28, 1446543291.5, 1446541378.28, 1446543296.2, 1446543487.8, 1446543488.9
unit.000025, step_1, 1446541378.28, 1446543343.44, 1446541378.28, 1446543347.43, 1446543538.03, 1446543540.24
unit.000026, step_1, 1446541378.28, 1446542073.59, 1446541378.28, 1446542077.54, 1446542268.22, 1446542269.03
unit.000027, step_1, 1446541378.29, 1446543423.65, 1446541378.29, 1446543428.15, 1446543624.57, 1446543626.07
unit.000028, step_1, 1446541378.29, 1446541646.45, 1446541378.29, 1446541650.77, 1446541841.58, 1446541843.34
unit.000029, step_1, 1446541378.29, 1446541653.51, 1446541378.29, 1446541657.58, 1446541848.33, 1446541850.53
unit.000030, step_1, 1446541378.29, 1446541660.34, 1446541378.29, 1446541664.31, 1446541855.67, 1446541856.6
unit.000031, step_1, 1446541378.29, 1446541664.89, 1446541378.29, 1446541669.05, 1446541862.51, 1446541864.09
unit.000032, step_1, 1446541378.29, 1446541670.83, 1446541378.29, 1446541674.83, 1446541865.43, 1446541866.3
unit.000033, step_1, 1446541378.29, 1446542031.97, 1446541378.29, 1446542036.57, 1446542229.23, 1446542230.56
unit.000034, step_1, 1446541378.3, 1446541675.12, 1446541378.3, 1446541679.09, 1446541870.06, 1446541871.32
unit.000035, step_1, 1446541378.3, 1446543486.09, 1446541378.3, 1446543490.36, 1446543683.11, 1446543684.31
unit.000036, step_1, 1446541378.3, 1446541704.26, 1446541378.3, 1446541708.1, 1446541899.02, 1446541901.25
