uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1457447703.42, 1457447705.35, 1457447705.35, 1457447709.0, 1457447709.01, 1457447709.22, 1457447709.25,1457447709.74, 1457447724.15, 1457447724.23, 1457447724.24, 1457447725.79, 1457447725.82
unit.000001, 1, sim, 1457447703.42, 1457447706.36, 1457447706.36, 1457447709.73, 1457447709.75, 1457447710.6, 1457447710.61,1457447711.38, 1457447724.16, 1457447724.25, 1457447724.28, 1457447726.12, 1457447726.14
unit.000002, 1, sim, 1457447703.42, 1457447706.65, 1457447706.65, 1457447710.39, 1457447710.4, 1457447710.76, 1457447710.77,1457447711.45, 1457447721.99, 1457447722.24, 1457447722.24, 1457447724.47, 1457447724.5
unit.000003, 1, sim, 1457447703.42, 1457447706.71, 1457447706.71, 1457447710.46, 1457447710.49, 1457447710.79, 1457447710.79,1457447711.51, 1457447721.97, 1457447722.19, 1457447722.2, 1457447724.49, 1457447724.52
unit.000004, 1, sim, 1457447703.42, 1457447706.81, 1457447706.81, 1457447710.55, 1457447710.57, 1457447710.84, 1457447710.85,1457447711.57, 1457447722.07, 1457447722.4, 1457447722.41, 1457447724.54, 1457447724.58
unit.000005, 1, sim, 1457447703.43, 1457447706.92, 1457447706.92, 1457447710.68, 1457447710.7, 1457447710.9, 1457447710.9,1457447711.62, 1457447724.2, 1457447724.44, 1457447724.46, 1457447726.34, 1457447726.36
unit.000006, 1, sim, 1457447703.43, 1457447705.17, 1457447705.17, 1457447708.94, 1457447708.95, 1457447709.07, 1457447709.08,1457447709.23, 1457447721.86, 1457447721.87, 1457447721.89, 1457447723.67, 1457447723.7
unit.000007, 1, sim, 1457447703.43, 1457447705.25, 1457447705.25, 1457447708.97, 1457447708.97, 1457447709.13, 1457447709.14,1457447709.42, 1457447722.04, 1457447722.25, 1457447722.25, 1457447723.72, 1457447723.75
unit.000008, 1, sim, 1457447703.43, 1457447706.97, 1457447706.97, 1457447710.75, 1457447710.78, 1457447711.22, 1457447711.24,1457447711.65, 1457447722.08, 1457447722.42, 1457447722.47, 1457447724.6, 1457447724.63
unit.000009, 1, sim, 1457447703.43, 1457447705.44, 1457447705.44, 1457447709.05, 1457447709.06, 1457447709.31, 1457447709.33,1457447710.52, 1457447722.09, 1457447722.47, 1457447722.48, 1457447723.8, 1457447723.83
unit.000010, 1, sim, 1457447703.43, 1457447705.61, 1457447705.61, 1457447709.16, 1457447709.17, 1457447709.45, 1457447709.48,1457447711.23, 1457447722.05, 1457447722.3, 1457447722.31, 1457447723.94, 1457447723.97
unit.000011, 1, sim, 1457447703.43, 1457447705.69, 1457447705.69, 1457447709.21, 1457447709.24, 1457447709.55, 1457447709.56,1457447711.26, 1457447721.86, 1457447721.9, 1457447721.9, 1457447724.02, 1457447724.04
unit.000012, 1, sim, 1457447703.43, 1457447705.87, 1457447705.87, 1457447709.3, 1457447709.32, 1457447709.66, 1457447709.67,1457447711.28, 1457447721.94, 1457447722.1, 1457447722.11, 1457447724.1, 1457447724.13
unit.000013, 1, sim, 1457447703.43, 1457447705.95, 1457447705.95, 1457447709.37, 1457447709.37, 1457447709.74, 1457447709.77,1457447711.29, 1457447722.22, 1457447722.61, 1457447722.62, 1457447724.15, 1457447724.18
unit.000014, 1, sim, 1457447703.43, 1457447706.05, 1457447706.05, 1457447709.47, 1457447709.47, 1457447709.87, 1457447709.89,1457447711.33, 1457447724.11, 1457447724.22, 1457447724.23, 1457447725.95, 1457447725.98
unit.000015, 1, sim, 1457447703.43, 1457447706.14, 1457447706.14, 1457447709.54, 1457447709.55, 1457447710.4, 1457447710.44,1457447711.34, 1457447721.94, 1457447722.12, 1457447722.12, 1457447724.23, 1457447724.26
unit.000016, 1, sim, 1457447703.43, 1457447706.3, 1457447706.3, 1457447709.69, 1457447709.69, 1457447710.55, 1457447710.56,1457447711.37, 1457447721.95, 1457447722.13, 1457447722.13, 1457447724.35, 1457447724.38
unit.000017, 1, sim, 1457447703.43, 1457447706.37, 1457447706.37, 1457447709.75, 1457447709.77, 1457447710.62, 1457447710.63,1457447711.39, 1457447721.95, 1457447722.14, 1457447722.14, 1457447724.38, 1457447724.4
unit.000018, 1, sim, 1457447703.44, 1457447706.41, 1457447706.41, 1457447709.78, 1457447709.79, 1457447710.64, 1457447710.66,1457447711.4, 1457447724.28, 1457447724.56, 1457447724.59, 1457447726.12, 1457447726.15
unit.000019, 1, sim, 1457447703.44, 1457447706.74, 1457447706.74, 1457447710.49, 1457447710.5, 1457447710.8, 1457447710.81,1457447711.52, 1457447724.27, 1457447724.54, 1457447724.56, 1457447726.23, 1457447726.26
unit.000020, 1, sim, 1457447703.44, 1457447706.87, 1457447706.87, 1457447710.62, 1457447710.64, 1457447710.88, 1457447710.88,1457447711.58, 1457447724.19, 1457447724.4, 1457447724.4, 1457447726.28, 1457447726.31
unit.000021, 1, sim, 1457447703.44, 1457447706.95, 1457447706.95, 1457447710.72, 1457447710.75, 1457447710.91, 1457447710.92,1457447711.64, 1457447724.18, 1457447724.35, 1457447724.36, 1457447726.39, 1457447726.41
