uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1445783721.19, 1445783949.5, 1445783721.19, 1445783954.34, 1445784145.36, 1445784146.55
unit.000001, step_1, 1445783721.2, 1445783825.73, 1445783721.2, 1445783830.85, 1445784029.45, 1445784031.36
unit.000002, step_1, 1445783721.2, 1445783762.97, 1445783721.2, 1445783767.58, 1445783963.4, 1445783963.82
unit.000003, step_1, 1445783721.21, 1445783949.5, 1445783721.21, 1445783954.14, 1445784147.18, 1445784148.93
unit.000004, step_1, 1445783721.21, 1445783773.15, 1445783721.21, 1445783777.71, 1445783968.73, 1445783970.59
unit.000005, step_1, 1445783721.21, 1445783777.52, 1445783721.21, 1445783782.31, 1445783973.07, 1445783974.39
unit.000006, step_1, 1445783721.22, 1445783785.19, 1445783721.22, 1445783789.72, 1445783980.61, 1445783982.2
unit.000007, step_1, 1445783721.22, 1445784114.17, 1445783721.22, 1445784118.88, 1445784309.64, 1445784311.3
unit.000008, step_1, 1445783721.24, 1445783800.03, 1445783721.24, 1445783804.55, 1445783997.63, 1445783999.49
unit.000009, step_1, 1445783721.24, 1445783807.04, 1445783721.24, 1445783811.76, 1445784003.47, 1445784005.19
unit.000010, step_1, 1445783721.24, 1445783814.5, 1445783721.24, 1445783819.55, 1445784012.41, 1445784013.77
unit.000011, step_1, 1445783721.25, 1445783822.0, 1445783721.25, 1445783826.65, 1445784018.98, 1445784020.75
unit.000012, step_1, 1445783721.25, 1445783920.34, 1445783721.25, 1445783925.04, 1445784117.51, 1445784119.48
unit.000013, step_1, 1445783721.25, 1445783849.15, 1445783721.25, 1445783853.79, 1445784045.15, 1445784046.89
unit.000014, step_1, 1445783721.26, 1445783938.46, 1445783721.26, 1445783943.19, 1445784135.08, 1445784136.36
unit.000015, step_1, 1445783721.26, 1445783829.83, 1445783721.26, 1445783835.4, 1445784027.73, 1445784029.09
unit.000016, step_1, 1445783721.26, 1445784064.71, 1445783721.26, 1445784069.37, 1445784264.0, 1445784265.84
unit.000017, step_1, 1445783721.26, 1445783872.44, 1445783721.26, 1445783876.99, 1445784098.52, 1445784100.47
unit.000018, step_1, 1445783721.27, 1445783891.1, 1445783721.27, 1445783895.59, 1445784089.0, 1445784090.17
unit.000019, step_1, 1445783721.27, 1445783863.91, 1445783721.27, 1445783868.44, 1445784087.44, 1445784088.91
unit.000020, step_1, 1445783721.27, 1445783912.79, 1445783721.27, 1445783917.53, 1445784111.52, 1445784113.5
unit.000021, step_1, 1445783721.28, 1445784125.3, 1445783721.28, 1445784129.79, 1445784322.93, 1445784324.13
unit.000022, step_1, 1445783721.28, 1445783912.6, 1445783721.28, 1445783917.33, 1445784110.3, 1445784112.17
unit.000023, step_1, 1445783721.29, 1445783923.95, 1445783721.29, 1445783928.46, 1445784122.03, 1445784123.18
unit.000024, step_1, 1445783721.29, 1445783894.66, 1445783721.29, 1445783899.62, 1445784090.37, 1445784091.61
unit.000025, step_1, 1445783721.3, 1445783953.19, 1445783721.3, 1445783958.05, 1445784153.53, 1445784154.4
unit.000026, step_1, 1445783721.3, 1445783807.24, 1445783721.3, 1445783811.97, 1445784005.38, 1445784006.41
unit.000027, step_1, 1445783721.3, 1445783898.27, 1445783721.3, 1445783903.16, 1445784094.4, 1445784095.34
unit.000028, step_1, 1445783721.31, 1445783964.17, 1445783721.31, 1445783968.72, 1445784159.38, 1445784160.61
unit.000029, step_1, 1445783721.31, 1445783975.05, 1445783721.31, 1445783979.62, 1445784171.16, 1445784172.38
unit.000030, step_1, 1445783721.32, 1445783729.12, 1445783721.32, 1445783738.44, 1445783931.6, 1445783932.84
unit.000031, step_1, 1445783721.32, 1445783737.41, 1445783721.32, 1445783742.26, 1445783934.18, 1445783936.29
unit.000032, step_1, 1445783721.32, 1445783743.44, 1445783721.32, 1445783748.02, 1445783939.63, 1445783940.84
unit.000033, step_1, 1445783721.33, 1445783754.36, 1445783721.33, 1445783760.25, 1445783953.43, 1445783954.75
unit.000034, step_1, 1445783721.33, 1445783927.55, 1445783721.33, 1445783932.15, 1445784122.7, 1445784123.36
unit.000035, step_1, 1445783721.33, 1445783776.73, 1445783721.33, 1445783781.76, 1445783972.16, 1445783973.12
unit.000036, step_1, 1445783721.34, 1445784030.55, 1445783721.34, 1445784035.12, 1445784225.61, 1445784227.05
unit.000037, step_1, 1445783721.34, 1445783770.24, 1445783721.34, 1445783774.87, 1445783967.48, 1445783969.11
unit.000038, step_1, 1445783721.34, 1445784165.55, 1445783721.34, 1445784170.15, 1445784361.94, 1445784363.64
unit.000039, step_1, 1445783721.35, 1445783796.1, 1445783721.35, 1445783801.21, 1445783997.42, 1445783999.38
unit.000040, step_1, 1445783721.35, 1445783791.87, 1445783721.35, 1445783796.63, 1445783989.27, 1445783991.32
unit.000041, step_1, 1445783721.35, 1445783849.2, 1445783721.35, 1445783853.94, 1445784045.65, 1445784047.07
unit.000042, step_1, 1445783721.35, 1445783818.18, 1445783721.35, 1445783823.14, 1445784014.75, 1445784016.13
unit.000043, step_1, 1445783721.36, 1445783825.73, 1445783721.36, 1445783831.05, 1445784028.04, 1445784028.7
unit.000044, step_1, 1445783721.36, 1445783834.13, 1445783721.36, 1445783838.91, 1445784030.45, 1445784032.58
unit.000045, step_1, 1445783721.36, 1445783810.69, 1445783721.36, 1445783815.19, 1445784006.39, 1445784007.55
unit.000046, step_1, 1445783721.37, 1445783856.64, 1445783721.37, 1445783861.13, 1445784076.26, 1445784077.54
unit.000047, step_1, 1445783721.37, 1445783864.02, 1445783721.37, 1445783869.59, 1445784073.34, 1445784075.17
unit.000048, step_1, 1445783721.37, 1445783879.26, 1445783721.37, 1445783884.32, 1445784085.84, 1445784087.72
unit.000049, step_1, 1445783721.39, 1445783887.06, 1445783721.39, 1445783891.59, 1445784090.27, 1445784091.42
unit.000050, step_1, 1445783721.39, 1445783894.33, 1445783721.39, 1445783898.83, 1445784089.86, 1445784091.44
unit.000051, step_1, 1445783721.4, 1445784203.81, 1445783721.4, 1445784208.73, 1445784399.43, 1445784400.85
unit.000052, step_1, 1445783721.4, 1445783908.95, 1445783721.4, 1445783913.5, 1445784107.49, 1445784108.72
unit.000053, step_1, 1445783721.41, 1445783781.46, 1445783721.41, 1445783786.08, 1445783976.83, 1445783978.7
unit.000054, step_1, 1445783721.42, 1445783923.43, 1445783721.42, 1445783928.33, 1445784119.98, 1445784120.75
unit.000055, step_1, 1445783721.42, 1445783931.04, 1445783721.42, 1445783935.79, 1445784128.54, 1445784129.29
unit.000056, step_1, 1445783721.43, 1445783956.81, 1445783721.43, 1445783961.49, 1445784154.23, 1445784155.67
unit.000057, step_1, 1445783721.43, 1445783956.84, 1445783721.43, 1445783961.69, 1445784152.33, 1445784153.7
unit.000058, step_1, 1445783721.44, 1445783960.43, 1445783721.44, 1445783965.15, 1445784162.6, 1445784164.06
unit.000059, step_1, 1445783721.44, 1445784121.62, 1445783721.44, 1445784126.54, 1445784317.11, 1445784319.23
unit.000060, step_1, 1445783721.45, 1445784034.51, 1445783721.45, 1445784039.24, 1445784231.14, 1445784233.77
unit.000061, step_1, 1445783721.45, 1445783761.71, 1445783721.45, 1445783766.77, 1445783959.47, 1445783961.63
unit.000062, step_1, 1445783721.46, 1445783780.92, 1445783721.46, 1445783785.52, 1445783976.29, 1445783977.15
unit.000063, step_1, 1445783721.46, 1445783741.02, 1445783721.46, 1445783745.95, 1445783937.91, 1445783939.57
unit.000064, step_1, 1445783721.46, 1445783747.03, 1445783721.46, 1445783751.91, 1445783943.36, 1445783945.63
unit.000065, step_1, 1445783721.46, 1445783757.22, 1445783721.46, 1445783762.66, 1445783954.65, 1445783956.0
unit.000066, step_1, 1445783721.48, 1445783766.7, 1445783721.48, 1445783771.23, 1445783967.32, 1445783968.93
unit.000067, step_1, 1445783721.48, 1445783989.91, 1445783721.48, 1445783994.66, 1445784188.77, 1445784190.66
unit.000068, step_1, 1445783721.49, 1445784114.03, 1445783721.49, 1445784118.72, 1445784309.48, 1445784311.2
unit.000069, step_1, 1445783721.49, 1445784072.64, 1445783721.49, 1445784078.09, 1445784269.02, 1445784281.58
unit.000070, step_1, 1445783721.5, 1445784088.35, 1445783721.5, 1445784093.21, 1445784283.68, 1445784285.77
unit.000071, step_1, 1445783721.51, 1445784211.44, 1445783721.51, 1445784216.15, 1445784406.74, 1445784407.61
