uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1457401192.25, 1457401193.88, 1457401193.88, 1457401197.61, 1457401197.61, 1457401197.72, 1457401197.73,1457401197.95, 1457401390.43, 1457401390.44, 1457401390.45, 1457401391.19, 1457401391.22
unit.000001, 1, sim, 1457401192.25, 1457401195.03, 1457401195.03, 1457401198.38, 1457401198.39, 1457401198.4, 1457401198.41,1457401199.28, 1457401391.16, 1457401391.44, 1457401391.44, 1457401393.25, 1457401393.28
unit.000002, 1, sim, 1457401192.25, 1457401195.09, 1457401195.09, 1457401198.42, 1457401198.43, 1457401198.44, 1457401198.44,1457401199.29, 1457401390.91, 1457401390.96, 1457401390.96, 1457401393.31, 1457401393.34
unit.000003, 1, sim, 1457401192.25, 1457401195.15, 1457401195.15, 1457401198.47, 1457401198.49, 1457401198.49, 1457401198.5,1457401199.31, 1457401394.87, 1457401394.88, 1457401394.89, 1457401395.95, 1457401395.97
unit.000004, 1, sim, 1457401192.25, 1457401194.44, 1457401194.44, 1457401198.0, 1457401198.01, 1457401198.01, 1457401198.02,1457401199.2, 1457401390.65, 1457401390.71, 1457401390.72, 1457401391.51, 1457401391.54
unit.000005, 1, sim, 1457401192.25, 1457401195.25, 1457401195.25, 1457401198.52, 1457401198.54, 1457401198.55, 1457401198.55,1457401199.32, 1457401391.36, 1457401391.51, 1457401391.52, 1457401393.4, 1457401393.43
unit.000006, 1, sim, 1457401192.26, 1457401195.31, 1457401195.31, 1457401198.58, 1457401199.04, 1457401199.05, 1457401199.06,1457401199.33, 1457401390.99, 1457401391.05, 1457401391.07, 1457401393.45, 1457401393.48
unit.000007, 1, sim, 1457401192.26, 1457401195.42, 1457401195.42, 1457401199.09, 1457401199.1, 1457401199.11, 1457401199.11,1457401199.34, 1457401391.56, 1457401391.57, 1457401391.57, 1457401393.53, 1457401393.56
unit.000008, 1, sim, 1457401192.26, 1457401194.23, 1457401194.23, 1457401197.84, 1457401197.86, 1457401197.87, 1457401197.88,1457401198.53, 1457401392.09, 1457401392.1, 1457401392.11, 1457401392.97, 1457401393.0
unit.000009, 1, sim, 1457401192.26, 1457401193.94, 1457401193.94, 1457401197.63, 1457401197.63, 1457401197.75, 1457401197.75,1457401198.04, 1457401392.09, 1457401392.1, 1457401392.1, 1457401392.93, 1457401392.96
unit.000010, 1, sim, 1457401192.26, 1457401194.05, 1457401194.05, 1457401197.66, 1457401197.66, 1457401197.79, 1457401197.79,1457401198.23, 1457401389.88, 1457401389.91, 1457401389.92, 1457401391.35, 1457401391.37
