uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1445790795.19, 1445790888.9, 1445790795.19, 1445790893.36, 1445791086.42, 1445791088.14
unit.000001, step_1, 1445790795.19, 1445790893.79, 1445790795.19, 1445790898.56, 1445791091.04, 1445791092.68
unit.000002, step_1, 1445790795.2, 1445790809.44, 1445790795.2, 1445790813.93, 1445791005.53, 1445791007.07
unit.000003, step_1, 1445790795.2, 1445790806.88, 1445790795.2, 1445790811.52, 1445791005.73, 1445791007.0
unit.000004, step_1, 1445790795.2, 1445790810.49, 1445790795.2, 1445790815.23, 1445791020.03, 1445791020.87
unit.000005, step_1, 1445790795.21, 1445790820.15, 1445790795.21, 1445790824.73, 1445791016.11, 1445791017.34
unit.000006, step_1, 1445790795.22, 1445790824.91, 1445790795.22, 1445790829.61, 1445791022.05, 1445791023.17
unit.000007, step_1, 1445790795.22, 1445790903.39, 1445790795.22, 1445790908.13, 1445791099.28, 1445791100.69
unit.000008, step_1, 1445790795.22, 1445790892.52, 1445790795.22, 1445790897.08, 1445791090.54, 1445791092.64
unit.000009, step_1, 1445790795.23, 1445790814.13, 1445790795.23, 1445790818.79, 1445791011.31, 1445791012.7
unit.000010, step_1, 1445790795.24, 1445790830.99, 1445790795.24, 1445790835.56, 1445791030.51, 1445791032.33
unit.000011, step_1, 1445790795.25, 1445790843.09, 1445790795.25, 1445790847.87, 1445791038.97, 1445791040.58
unit.000012, step_1, 1445790795.25, 1445791033.89, 1445790795.25, 1445791038.53, 1445791229.34, 1445791231.07
unit.000013, step_1, 1445790795.25, 1445790854.03, 1445790795.25, 1445790858.71, 1445791051.24, 1445791053.26
unit.000014, step_1, 1445790795.27, 1445790857.66, 1445790795.27, 1445790862.42, 1445791057.37, 1445791058.71
unit.000015, step_1, 1445790795.29, 1445790863.74, 1445790795.29, 1445790868.39, 1445791063.21, 1445791064.51
unit.000016, step_1, 1445790795.29, 1445790867.33, 1445790795.29, 1445790871.84, 1445791062.6, 1445791064.69
