uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446631334.41, 1446632655.19, 1446631334.41, 1446632659.4, 1446632854.96, 1446632855.47
unit.000001, step_1, 1446631334.42, 1446632670.3, 1446631334.42, 1446632674.96, 1446632870.75, 1446632871.92
unit.000002, step_1, 1446631334.42, 1446632681.67, 1446631334.42, 1446632686.46, 1446632879.81, 1446632881.03
unit.000003, step_1, 1446631334.42, 1446632683.91, 1446631334.42, 1446632688.23, 1446632879.7, 1446632881.03
unit.000004, step_1, 1446631334.43, 1446632687.57, 1446631334.43, 1446632692.0, 1446632886.84, 1446632887.6
unit.000005, step_1, 1446631334.43, 1446632712.19, 1446631334.43, 1446632717.38, 1446632910.19, 1446632911.68
unit.000006, step_1, 1446631334.43, 1446632707.06, 1446631334.43, 1446632711.72, 1446632905.56, 1446632906.46
unit.000007, step_1, 1446631334.44, 1446632715.64, 1446631334.44, 1446632720.23, 1446632911.4, 1446632912.69
unit.000008, step_1, 1446631334.44, 1446632720.35, 1446631334.44, 1446632724.87, 1446632917.73, 1446632919.8
unit.000009, step_1, 1446631334.45, 1446632723.19, 1446631334.45, 1446632727.58, 1446632921.75, 1446632922.82
unit.000010, step_1, 1446631334.45, 1446632730.83, 1446631334.45, 1446632735.49, 1446632928.09, 1446632929.08
unit.000011, step_1, 1446631334.45, 1446632736.04, 1446631334.45, 1446632740.38, 1446632933.52, 1446632935.31
unit.000012, step_1, 1446631334.45, 1446632745.95, 1446631334.45, 1446632750.73, 1446632942.58, 1446632943.05
unit.000013, step_1, 1446631334.46, 1446632750.95, 1446631334.46, 1446632755.47, 1446632949.51, 1446632951.32
unit.000014, step_1, 1446631334.46, 1446632757.89, 1446631334.46, 1446632762.25, 1446632953.74, 1446632955.52
unit.000015, step_1, 1446631334.47, 1446632767.2, 1446631334.47, 1446632771.4, 1446632964.91, 1446632965.59
unit.000016, step_1, 1446631334.47, 1446632770.68, 1446631334.47, 1446632775.1, 1446632968.12, 1446632968.71
unit.000017, step_1, 1446631334.47, 1446632786.21, 1446631334.47, 1446632791.87, 1446632984.83, 1446632986.43
unit.000018, step_1, 1446631334.47, 1446632782.44, 1446631334.47, 1446632786.86, 1446632978.7, 1446632980.19
unit.000019, step_1, 1446631334.48, 1446632799.21, 1446631334.48, 1446632803.41, 1446632995.52, 1446632996.87
unit.000020, step_1, 1446631334.48, 1446632806.29, 1446631334.48, 1446632810.73, 1446633007.27, 1446633008.23
unit.000021, step_1, 1446631334.48, 1446632806.7, 1446631334.48, 1446632811.45, 1446633006.06, 1446633007.19
unit.000022, step_1, 1446631334.49, 1446632814.02, 1446631334.49, 1446632819.2, 1446633011.49, 1446633012.49
unit.000023, step_1, 1446631334.49, 1446633150.19, 1446631334.49, 1446633154.77, 1446633347.68, 1446633348.66
unit.000024, step_1, 1446631334.49, 1446631874.37, 1446631334.49, 1446631879.56, 1446632072.01, 1446632073.08
unit.000025, step_1, 1446631334.5, 1446632854.23, 1446631334.5, 1446632858.81, 1446633051.84, 1446633053.9
unit.000026, step_1, 1446631334.5, 1446632822.62, 1446631334.5, 1446632826.92, 1446633018.14, 1446633019.57
unit.000027, step_1, 1446631334.5, 1446632873.44, 1446631334.5, 1446632877.72, 1446633070.45, 1446633071.28
unit.000028, step_1, 1446631334.51, 1446632119.8, 1446631334.51, 1446632124.22, 1446632315.84, 1446632316.56
unit.000029, step_1, 1446631334.51, 1446632126.13, 1446631334.51, 1446632130.34, 1446632324.6, 1446632325.92
unit.000030, step_1, 1446631334.51, 1446632129.66, 1446631334.51, 1446632134.2, 1446632327.12, 1446632328.16
unit.000031, step_1, 1446631334.51, 1446632123.45, 1446631334.51, 1446632127.51, 1446632318.66, 1446632319.73
unit.000032, step_1, 1446631334.52, 1446632061.86, 1446631334.52, 1446632066.36, 1446632258.68, 1446632260.01
unit.000033, step_1, 1446631334.53, 1446632105.14, 1446631334.53, 1446632109.57, 1446632302.36, 1446632303.18
unit.000034, step_1, 1446631334.53, 1446632173.75, 1446631334.53, 1446632178.16, 1446632373.02, 1446632374.19
unit.000035, step_1, 1446631334.53, 1446632193.61, 1446631334.53, 1446632197.88, 1446632390.64, 1446632391.96
unit.000036, step_1, 1446631334.53, 1446632151.03, 1446631334.53, 1446632155.11, 1446632351.57, 1446632353.52
unit.000037, step_1, 1446631334.53, 1446631619.76, 1446631334.53, 1446631625.73, 1446631818.71, 1446631819.88
unit.000038, step_1, 1446631334.53, 1446632186.42, 1446631334.53, 1446632190.42, 1446632387.52, 1446632388.93
unit.000039, step_1, 1446631334.54, 1446632385.42, 1446631334.54, 1446632390.01, 1446632584.5, 1446632585.92
unit.000040, step_1, 1446631334.54, 1446632430.22, 1446631334.54, 1446632434.25, 1446632629.34, 1446632631.24
unit.000041, step_1, 1446631334.54, 1446632480.75, 1446631334.54, 1446632485.95, 1446632678.91, 1446632679.57
unit.000042, step_1, 1446631334.55, 1446632223.05, 1446631334.55, 1446632227.4, 1446632419.12, 1446632420.42
unit.000043, step_1, 1446631334.55, 1446632951.31, 1446631334.55, 1446632955.9, 1446633148.42, 1446633149.08
unit.000044, step_1, 1446631334.55, 1446633198.08, 1446631334.55, 1446633202.62, 1446633397.57, 1446633398.47
unit.000045, step_1, 1446631334.56, 1446632685.71, 1446631334.56, 1446632690.02, 1446632882.82, 1446632884.41
unit.000046, step_1, 1446631334.56, 1446632724.21, 1446631334.56, 1446632728.9, 1446632925.28, 1446632926.06
unit.000047, step_1, 1446631334.56, 1446632767.4, 1446631334.56, 1446632771.59, 1446632964.8, 1446632965.59
unit.000048, step_1, 1446631334.57, 1446632810.08, 1446631334.57, 1446632814.67, 1446633008.27, 1446633009.24
unit.000049, step_1, 1446631334.57, 1446631799.99, 1446631334.57, 1446631806.21, 1446631997.43, 1446631998.82
unit.000050, step_1, 1446631334.57, 1446633028.12, 1446631334.57, 1446633032.36, 1446633229.7, 1446633230.84
unit.000051, step_1, 1446631334.58, 1446632298.68, 1446631334.58, 1446632303.2, 1446632498.3, 1446632499.71
unit.000052, step_1, 1446631334.58, 1446632302.39, 1446631334.58, 1446632307.04, 1446632499.71, 1446632501.84
unit.000053, step_1, 1446631334.59, 1446632311.61, 1446631334.59, 1446632315.96, 1446632508.36, 1446632509.91
unit.000054, step_1, 1446631334.6, 1446633109.33, 1446631334.6, 1446633113.73, 1446633307.65, 1446633308.68
unit.000055, step_1, 1446631334.61, 1446632347.57, 1446631334.61, 1446632352.55, 1446632545.99, 1446632547.92
unit.000056, step_1, 1446631334.61, 1446632355.69, 1446631334.61, 1446632359.99, 1446632551.12, 1446632552.98
unit.000057, step_1, 1446631334.62, 1446632457.03, 1446631334.62, 1446632461.25, 1446632657.3, 1446632657.65
unit.000058, step_1, 1446631334.62, 1446632359.18, 1446631334.62, 1446632363.86, 1446632556.95, 1446632558.52
unit.000059, step_1, 1446631334.62, 1446633277.38, 1446631334.62, 1446633281.98, 1446633473.89, 1446633475.01
unit.000060, step_1, 1446631334.63, 1446633138.78, 1446631334.63, 1446633143.48, 1446633336.11, 1446633336.79
unit.000061, step_1, 1446631334.63, 1446631474.09, 1446631334.63, 1446631479.07, 1446631671.25, 1446631679.87
unit.000062, step_1, 1446631334.63, 1446633146.52, 1446631334.63, 1446633151.05, 1446633343.45, 1446633344.61
unit.000063, step_1, 1446631334.63, 1446632044.6, 1446631334.63, 1446632049.63, 1446632240.87, 1446632242.45
unit.000064, step_1, 1446631334.64, 1446632083.21, 1446631334.64, 1446632087.84, 1446632282.93, 1446632283.95
unit.000065, step_1, 1446631334.64, 1446633179.43, 1446631334.64, 1446633184.01, 1446633375.13, 1446633376.61
unit.000066, step_1, 1446631334.64, 1446631400.79, 1446631334.64, 1446631405.21, 1446631596.91, 1446631597.67
unit.000067, step_1, 1446631334.65, 1446632218.92, 1446631334.65, 1446632223.81, 1446632421.43, 1446632422.56
unit.000068, step_1, 1446631334.65, 1446632319.16, 1446631334.65, 1446632323.58, 1446632515.71, 1446632516.2
unit.000069, step_1, 1446631334.65, 1446633239.27, 1446631334.65, 1446633244.81, 1446633436.15, 1446633437.39
unit.000070, step_1, 1446631334.66, 1446633258.08, 1446631334.66, 1446633262.48, 1446633454.52, 1446633456.32
unit.000071, step_1, 1446631334.66, 1446633261.8, 1446631334.66, 1446633266.67, 1446633458.24, 1446633459.41
unit.000072, step_1, 1446631334.66, 1446633265.96, 1446631334.66, 1446633270.25, 1446633464.46, 1446633465.69
unit.000073, step_1, 1446631334.67, 1446632845.51, 1446631334.67, 1446632850.21, 1446633045.4, 1446633046.6
unit.000074, step_1, 1446631334.67, 1446632841.19, 1446631334.67, 1446632845.85, 1446633037.96, 1446633039.52
unit.000075, step_1, 1446631334.68, 1446633281.38, 1446631334.68, 1446633286.07, 1446633478.4, 1446633479.11
unit.000076, step_1, 1446631334.68, 1446633277.54, 1446631334.68, 1446633282.18, 1446633475.09, 1446633477.1
unit.000077, step_1, 1446631334.68, 1446632935.5, 1446631334.68, 1446632939.96, 1446633133.23, 1446633134.47
unit.000078, step_1, 1446631334.69, 1446632987.65, 1446631334.69, 1446632991.71, 1446633187.66, 1446633189.32
unit.000079, step_1, 1446631334.69, 1446633035.44, 1446631334.69, 1446633040.16, 1446633233.52, 1446633235.08
unit.000080, step_1, 1446631334.69, 1446633089.88, 1446631334.69, 1446633094.41, 1446633288.94, 1446633290.08
unit.000081, step_1, 1446631334.69, 1446633383.62, 1446631334.69, 1446633388.41, 1446633579.55, 1446633581.81
unit.000082, step_1, 1446631334.7, 1446633180.25, 1446631334.7, 1446633184.72, 1446633377.86, 1446633378.87
unit.000083, step_1, 1446631334.7, 1446633231.95, 1446631334.7, 1446633236.49, 1446633433.34, 1446633435.33
unit.000084, step_1, 1446631334.71, 1446633380.15, 1446631334.71, 1446633384.33, 1446633575.54, 1446633577.34
unit.000085, step_1, 1446631334.71, 1446633375.85, 1446631334.71, 1446633381.15, 1446633573.64, 1446633575.33
unit.000086, step_1, 1446631334.71, 1446632366.46, 1446631334.71, 1446632370.91, 1446632563.38, 1446632564.93
unit.000087, step_1, 1446631334.72, 1446632370.21, 1446631334.72, 1446632374.93, 1446632568.61, 1446632570.34
unit.000088, step_1, 1446631334.72, 1446632377.96, 1446631334.72, 1446632382.64, 1446632577.46, 1446632578.65
unit.000089, step_1, 1446631334.72, 1446632385.47, 1446631334.72, 1446632390.22, 1446632581.68, 1446632583.91
unit.000090, step_1, 1446631334.72, 1446632396.99, 1446631334.72, 1446632401.51, 1446632592.84, 1446632594.36
unit.000091, step_1, 1446631334.73, 1446632400.88, 1446631334.73, 1446632405.79, 1446632597.07, 1446632597.45
unit.000092, step_1, 1446631334.73, 1446632411.61, 1446631334.73, 1446632416.22, 1446632609.33, 1446632610.5
unit.000093, step_1, 1446631334.73, 1446632415.48, 1446631334.73, 1446632420.05, 1446632612.15, 1446632613.62
unit.000094, step_1, 1446631334.73, 1446632423.14, 1446631334.73, 1446632427.29, 1446632620.79, 1446632622.86
unit.000095, step_1, 1446631334.74, 1446632430.58, 1446631334.74, 1446632434.96, 1446632632.56, 1446632634.27
unit.000096, step_1, 1446631334.74, 1446632437.87, 1446631334.74, 1446632442.43, 1446632634.77, 1446632636.31
unit.000097, step_1, 1446631334.75, 1446632445.69, 1446631334.75, 1446632450.2, 1446632642.72, 1446632643.64
unit.000098, step_1, 1446631334.75, 1446632453.22, 1446631334.75, 1446632457.76, 1446632650.26, 1446632651.29
