uid, iter, step, uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1457404160.34, 1457404162.76, 1457404162.76, 1457404166.53, 1457404166.54, 1457404166.55, 1457404166.55,1457404167.33, 1457404360.08, 1457404360.09, 1457404360.12, 1457404361.64, 1457404361.67
unit.000001, 1, sim, 1457404160.34, 1457404162.78, 1457404162.78, 1457404166.55, 1457404167.05, 1457404167.06, 1457404167.06,1457404167.33, 1457404359.74, 1457404359.77, 1457404359.77, 1457404361.68, 1457404361.71
unit.000002, 1, sim, 1457404160.34, 1457404162.04, 1457404162.04, 1457404166.06, 1457404166.07, 1457404166.07, 1457404166.08,1457404167.22, 1457404382.62, 1457404382.63, 1457404382.64, 1457404383.86, 1457404383.88
unit.000003, 1, sim, 1457404160.34, 1457404161.44, 1457404161.44, 1457404165.65, 1457404165.66, 1457404165.67, 1457404165.68,1457404165.88, 1457404358.66, 1457404358.68, 1457404358.68, 1457404359.87, 1457404359.9
unit.000004, 1, sim, 1457404160.34, 1457404161.53, 1457404161.53, 1457404165.71, 1457404165.72, 1457404165.73, 1457404165.73,1457404166.01, 1457404358.76, 1457404358.77, 1457404358.78, 1457404359.96, 1457404359.98
unit.000005, 1, sim, 1457404160.34, 1457404161.63, 1457404161.63, 1457404165.78, 1457404165.79, 1457404165.8, 1457404165.81,1457404166.21, 1457404358.86, 1457404358.87, 1457404358.88, 1457404360.03, 1457404360.06
unit.000006, 1, sim, 1457404160.34, 1457404161.71, 1457404161.71, 1457404165.84, 1457404165.85, 1457404165.85, 1457404165.86,1457404166.34, 1457404359.74, 1457404359.76, 1457404359.77, 1457404361.27, 1457404361.29
unit.000007, 1, sim, 1457404160.34, 1457404161.86, 1457404161.86, 1457404165.93, 1457404165.94, 1457404165.95, 1457404165.95,1457404167.05, 1457404359.67, 1457404359.71, 1457404359.71, 1457404361.32, 1457404361.34
unit.000008, 1, sim, 1457404160.34, 1457404161.99, 1457404161.99, 1457404166.02, 1457404166.03, 1457404166.04, 1457404166.04,1457404167.21, 1457404359.46, 1457404359.63, 1457404359.65, 1457404361.37, 1457404361.4
unit.000009, 1, sim, 1457404160.34, 1457404162.1, 1457404162.1, 1457404166.09, 1457404166.11, 1457404166.11, 1457404166.12,1457404167.23, 1457404370.4, 1457404370.55, 1457404370.56, 1457404372.29, 1457404372.32
unit.000010, 1, sim, 1457404160.34, 1457404162.21, 1457404162.21, 1457404166.16, 1457404166.18, 1457404166.18, 1457404166.19,1457404167.25, 1457404361.74, 1457404361.74, 1457404361.75, 1457404362.88, 1457404362.91
unit.000011, 1, sim, 1457404160.34, 1457404162.31, 1457404162.31, 1457404166.24, 1457404166.25, 1457404166.26, 1457404166.26,1457404167.26, 1457404359.63, 1457404359.66, 1457404359.66, 1457404361.46, 1457404361.49
unit.000012, 1, sim, 1457404160.34, 1457404162.4, 1457404162.4, 1457404166.3, 1457404166.3, 1457404166.31, 1457404166.32,1457404167.28, 1457404380.02, 1457404380.17, 1457404380.18, 1457404381.7, 1457404381.72
unit.000013, 1, sim, 1457404160.34, 1457404162.54, 1457404162.54, 1457404166.39, 1457404166.4, 1457404166.4, 1457404166.41,1457404167.3, 1457404390.24, 1457404390.24, 1457404390.25, 1457404392.13, 1457404392.16
unit.000014, 1, sim, 1457404160.34, 1457404162.65, 1457404162.65, 1457404166.45, 1457404166.47, 1457404166.48, 1457404166.48,1457404167.31, 1457404359.64, 1457404359.67, 1457404359.69, 1457404361.57, 1457404361.6
unit.000015, 1, sim, 1457404160.35, 1457404161.47, 1457404161.47, 1457404165.67, 1457404165.68, 1457404165.69, 1457404165.69,1457404165.92, 1457404359.36, 1457404359.37, 1457404359.38, 1457404359.9, 1457404359.93
unit.000016, 1, sim, 1457404160.35, 1457404162.84, 1457404162.84, 1457404167.07, 1457404167.08, 1457404167.1, 1457404167.1,1457404167.34, 1457404359.79, 1457404359.82, 1457404359.87, 1457404361.74, 1457404361.76
unit.000017, 1, sim, 1457404160.35, 1457404162.97, 1457404162.97, 1457404167.16, 1457404167.18, 1457404167.18, 1457404167.19,1457404167.37, 1457404359.07, 1457404359.09, 1457404359.1, 1457404360.22, 1457404360.25
unit.000018, 1, sim, 1457404160.35, 1457404161.39, 1457404161.39, 1457404165.61, 1457404165.63, 1457404165.63, 1457404165.64,1457404165.79, 1457404358.75, 1457404358.76, 1457404358.77, 1457404359.82, 1457404359.85
unit.000019, 1, sim, 1457404160.35, 1457404161.49, 1457404161.49, 1457404165.69, 1457404165.7, 1457404165.71, 1457404165.71,1457404165.97, 1457404358.66, 1457404358.68, 1457404358.69, 1457404359.93, 1457404359.95
