uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446492937.31, 1446494141.96, 1446492937.31, 1446496885.1, 1446497078.15, 1446497079.85
unit.000001, step_1, 1446492937.31, 1446494162.54, 1446492937.31, 1446497026.7, 1446497221.07, 1446497222.37
unit.000002, step_1, 1446492937.31, 1446494176.48, 1446492937.31, 1446497035.04, 1446497227.1, 1446497228.68
unit.000003, step_1, 1446492937.31, 1446494176.66, 1446492937.31, 1446497035.17, 1446497226.19, 1446497227.68
unit.000004, step_1, 1446492937.31, 1446494183.14, 1446492937.31, 1446497040.85, 1446497234.92, 1446497236.92
unit.000005, step_1, 1446492937.31, 1446494186.64, 1446492937.31, 1446497045.16, 1446497237.73, 1446497238.99
unit.000006, step_1, 1446492937.32, 1446494193.48, 1446492937.32, 1446497057.5, 1446497251.67, 1446497253.39
unit.000007, step_1, 1446492937.32, 1446494200.54, 1446492937.32, 1446497068.56, 1446497262.81, 1446497264.59
unit.000008, step_1, 1446492937.32, 1446494208.51, 1446492937.32, 1446497207.32, 1446497399.89, 1446497400.79
unit.000009, step_1, 1446492937.32, 1446494219.25, 1446492937.32, 1446497219.47, 1446497411.44, 1446497412.54
unit.000010, step_1, 1446492937.32, 1446494229.76, 1446492937.32, 1446497226.31, 1446497417.86, 1446497419.72
unit.000011, step_1, 1446492937.32, 1446494238.64, 1446492937.32, 1446497235.04, 1446497427.69, 1446497429.03
unit.000012, step_1, 1446492937.33, 1446494249.1, 1446492937.33, 1446497250.49, 1446497443.74, 1446497445.51
unit.000013, step_1, 1446492937.33, 1446494259.88, 1446492937.33, 1446497271.44, 1446497468.61, 1446497470.44
unit.000014, step_1, 1446492937.33, 1446494266.39, 1446492937.33, 1446497401.0, 1446497594.07, 1446497596.09
unit.000015, step_1, 1446492937.33, 1446494275.59, 1446492937.33, 1446497413.15, 1446497610.52, 1446497611.42
unit.000016, step_1, 1446492937.33, 1446494280.18, 1446492937.33, 1446497416.26, 1446497610.93, 1446497612.58
unit.000017, step_1, 1446492937.33, 1446494286.62, 1446492937.33, 1446497418.47, 1446497610.83, 1446497611.42
unit.000018, step_1, 1446492937.34, 1446494293.56, 1446492937.34, 1446497427.2, 1446497619.96, 1446497621.8
unit.000019, step_1, 1446492937.34, 1446494300.82, 1446492937.34, 1446497431.25, 1446497624.17, 1446497625.0
unit.000020, step_1, 1446492937.34, 1446494308.22, 1446492937.34, 1446497443.85, 1446497636.41, 1446497638.47
unit.000021, step_1, 1446492937.34, 1446493609.81, 1446492937.34, 1446495111.51, 1446495303.59, 1446495305.47
unit.000022, step_1, 1446492937.34, 1446493480.55, 1446492937.34, 1446494716.96, 1446494909.41, 1446494910.59
unit.000023, step_1, 1446492937.34, 1446493421.37, 1446492937.34, 1446494526.25, 1446494718.96, 1446494720.59
unit.000024, step_1, 1446492937.35, 1446493599.52, 1446492937.35, 1446495104.19, 1446495301.45, 1446495303.16
unit.000025, step_1, 1446492937.35, 1446493578.54, 1446492937.35, 1446495076.73, 1446495272.16, 1446495273.36
unit.000026, step_1, 1446492937.35, 1446493647.64, 1446492937.35, 1446495291.32, 1446495483.16, 1446495484.39
unit.000027, step_1, 1446492937.35, 1446493620.2, 1446492937.35, 1446495128.17, 1446495320.91, 1446495322.95
unit.000028, step_1, 1446492937.35, 1446493654.35, 1446492937.35, 1446495299.16, 1446495492.09, 1446495493.92
unit.000029, step_1, 1446492937.35, 1446493662.83, 1446492937.35, 1446495302.56, 1446495494.2, 1446495495.13
unit.000030, step_1, 1446492937.36, 1446493682.88, 1446492937.36, 1446495459.41, 1446495654.34, 1446495656.16
unit.000031, step_1, 1446492937.36, 1446493675.51, 1446492937.36, 1446495318.05, 1446495512.25, 1446495513.51
unit.000032, step_1, 1446492937.36, 1446493693.28, 1446492937.36, 1446495468.33, 1446495662.17, 1446495663.76
unit.000033, step_1, 1446492937.36, 1446493693.23, 1446492937.36, 1446495467.43, 1446495660.06, 1446495661.53
unit.000034, step_1, 1446492937.36, 1446493706.91, 1446492937.36, 1446495491.99, 1446495687.84, 1446495689.52
unit.000035, step_1, 1446492937.36, 1446493985.6, 1446492937.36, 1446496448.33, 1446496641.08, 1446496642.16
unit.000036, step_1, 1446492937.36, 1446494033.24, 1446492937.36, 1446496635.06, 1446496828.11, 1446496829.99
unit.000037, step_1, 1446492937.37, 1446494070.06, 1446492937.37, 1446496668.87, 1446496861.53, 1446496862.94
unit.000038, step_1, 1446492937.37, 1446494117.61, 1446492937.37, 1446496846.18, 1446497038.93, 1446497040.18
unit.000039, step_1, 1446492937.37, 1446494173.19, 1446492937.37, 1446497034.43, 1446497225.79, 1446497226.53
unit.000040, step_1, 1446492937.37, 1446494212.08, 1446492937.37, 1446497211.14, 1446497404.01, 1446497405.48
unit.000041, step_1, 1446492937.37, 1446493754.27, 1446492937.37, 1446495666.9, 1446495859.94, 1446495861.34
unit.000042, step_1, 1446492937.37, 1446493760.56, 1446492937.37, 1446495676.56, 1446495870.57, 1446495871.9
unit.000043, step_1, 1446492937.38, 1446494351.16, 1446492937.38, 1446497620.07, 1446497812.92, 1446497814.9
unit.000044, step_1, 1446492937.38, 1446494394.76, 1446492937.38, 1446497802.95, 1446497998.55, 1446497999.3
unit.000045, step_1, 1446492937.38, 1446494437.54, 1446492937.38, 1446497981.91, 1446498177.67, 1446498179.64
unit.000046, step_1, 1446492937.38, 1446494484.17, 1446492937.38, 1446498040.69, 1446498233.54, 1446498235.06
unit.000047, step_1, 1446492937.38, 1446494524.5, 1446492937.38, 1446498202.36, 1446498395.81, 1446498397.1
unit.000048, step_1, 1446492937.38, 1446494571.51, 1446492937.38, 1446498386.19, 1446498580.03, 1446498580.7
unit.000049, step_1, 1446492937.39, 1446494612.66, 1446492937.39, 1446498567.9, 1446498761.36, 1446498763.47
unit.000050, step_1, 1446492937.39, 1446494663.45, 1446492937.39, 1446498629.89, 1446498822.54, 1446498823.99
unit.000051, step_1, 1446492937.39, 1446494716.35, 1446492937.39, 1446498809.44, 1446499001.96, 1446499003.93
unit.000052, step_1, 1446492937.39, 1446492952.37, 1446492937.39, 1446492956.47, 1446493147.11, 1446493148.03
unit.000053, step_1, 1446492937.39, 1446492955.74, 1446492937.39, 1446492959.59, 1446493151.32, 1446493152.25
unit.000054, step_1, 1446492937.39, 1446492958.87, 1446492937.39, 1446492962.86, 1446493154.13, 1446493155.47
unit.000055, step_1, 1446492937.4, 1446492968.54, 1446492937.4, 1446492972.67, 1446493163.46, 1446493163.83
unit.000056, step_1, 1446492937.4, 1446492974.55, 1446492937.4, 1446492978.4, 1446493172.88, 1446493174.0
unit.000057, step_1, 1446492937.4, 1446492981.76, 1446492937.4, 1446492985.69, 1446493176.9, 1446493178.35
unit.000058, step_1, 1446492937.4, 1446492988.08, 1446492937.4, 1446492991.91, 1446493186.53, 1446493187.63
unit.000059, step_1, 1446492937.4, 1446492991.69, 1446492937.4, 1446492995.57, 1446493187.03, 1446493187.63
unit.000060, step_1, 1446492937.4, 1446492997.86, 1446492937.4, 1446493001.92, 1446493198.77, 1446493200.08
unit.000061, step_1, 1446492937.4, 1446493001.63, 1446492937.4, 1446493145.67, 1446493337.85, 1446493339.15
unit.000062, step_1, 1446492937.41, 1446493008.6, 1446492937.41, 1446493151.43, 1446493344.67, 1446493345.23
unit.000063, step_1, 1446492937.41, 1446493014.05, 1446492937.41, 1446493156.15, 1446493347.89, 1446493348.26
unit.000064, step_1, 1446492937.41, 1446493021.08, 1446492937.41, 1446493163.17, 1446493357.82, 1446493359.57
unit.000065, step_1, 1446492937.41, 1446493030.2, 1446492937.41, 1446493173.4, 1446493368.36, 1446493369.22
unit.000066, step_1, 1446492937.41, 1446493039.4, 1446492937.41, 1446493179.72, 1446493372.07, 1446493373.25
unit.000067, step_1, 1446492937.41, 1446493049.53, 1446492937.41, 1446493191.56, 1446493388.01, 1446493389.8
unit.000068, step_1, 1446492937.42, 1446493057.61, 1446492937.42, 1446493338.08, 1446493530.7, 1446493531.41
unit.000069, step_1, 1446492937.42, 1446493068.08, 1446492937.42, 1446493347.09, 1446493540.14, 1446493540.63
unit.000070, step_1, 1446492937.42, 1446493079.0, 1446492937.42, 1446493358.13, 1446493552.99, 1446493554.21
unit.000071, step_1, 1446492937.42, 1446493086.68, 1446492937.42, 1446493364.75, 1446493557.5, 1446493558.25
unit.000072, step_1, 1446492937.42, 1446493093.54, 1446492937.42, 1446493372.18, 1446493565.23, 1446493567.24
unit.000073, step_1, 1446492937.42, 1446493100.37, 1446492937.42, 1446493378.5, 1446493569.85, 1446493571.28
unit.000074, step_1, 1446492937.43, 1446493104.0, 1446492937.43, 1446493388.12, 1446493580.68, 1446493581.6
unit.000075, step_1, 1446492937.43, 1446493107.35, 1446492937.43, 1446493528.31, 1446493720.67, 1446493722.21
unit.000076, step_1, 1446492937.43, 1446493114.3, 1446492937.43, 1446493536.73, 1446493729.29, 1446493729.8
unit.000077, step_1, 1446492937.43, 1446493121.16, 1446492937.43, 1446493538.84, 1446493734.31, 1446493735.65
unit.000078, step_1, 1446492937.43, 1446493124.24, 1446492937.43, 1446493540.26, 1446493734.92, 1446493735.65
unit.000079, step_1, 1446492937.43, 1446493131.21, 1446492937.43, 1446493552.29, 1446493744.85, 1446493746.23
unit.000080, step_1, 1446492937.44, 1446493134.88, 1446492937.44, 1446493556.94, 1446493749.36, 1446493750.25
unit.000081, step_1, 1446492937.44, 1446493142.15, 1446492937.44, 1446493560.53, 1446493754.68, 1446493755.32
unit.000082, step_1, 1446492937.44, 1446493152.53, 1446492937.44, 1446493569.99, 1446493761.71, 1446493763.48
unit.000083, step_1, 1446492937.44, 1446494302.83, 1446492937.44, 1446497440.14, 1446497636.51, 1446497638.46
unit.000084, step_1, 1446492937.44, 1446493609.88, 1446492937.44, 1446495113.12, 1446495306.97, 1446495308.48
unit.000085, step_1, 1446492937.44, 1446493616.61, 1446492937.44, 1446495117.04, 1446495309.88, 1446495311.58
unit.000086, step_1, 1446492937.44, 1446493620.11, 1446492937.44, 1446495123.86, 1446495317.9, 1446495319.83
