uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446544753.88, 1446546311.7, 1446544753.88, 1446546316.54, 1446546510.55, 1446546511.77
unit.000001, step_1, 1446544753.88, 1446546327.6, 1446544753.88, 1446546332.52, 1446546525.95, 1446546527.59
unit.000002, step_1, 1446544753.88, 1446546343.09, 1446544753.88, 1446546348.29, 1446546540.84, 1446546541.28
unit.000003, step_1, 1446544753.89, 1446546347.57, 1446544753.89, 1446546352.08, 1446546545.07, 1446546546.35
unit.000004, step_1, 1446544753.89, 1446546360.35, 1446544753.89, 1446546365.51, 1446546558.66, 1446546560.31
unit.000005, step_1, 1446544753.89, 1446546367.59, 1446544753.89, 1446546371.9, 1446546565.01, 1446546566.41
unit.000006, step_1, 1446544753.89, 1446546414.77, 1446544753.89, 1446546419.08, 1446546610.69, 1446546612.63
unit.000007, step_1, 1446544753.89, 1446546418.23, 1446544753.89, 1446546423.98, 1446546615.22, 1446546615.83
unit.000008, step_1, 1446544753.89, 1446546384.66, 1446544753.89, 1446546388.85, 1446546581.3, 1446546583.25
unit.000009, step_1, 1446544753.89, 1446546410.94, 1446544753.89, 1446546415.64, 1446546607.58, 1446546609.59
unit.000010, step_1, 1446544753.9, 1446546406.95, 1446544753.9, 1446546411.63, 1446546604.45, 1446546606.45
unit.000011, step_1, 1446544753.9, 1446546399.25, 1446544753.9, 1446546403.75, 1446546598.52, 1446546600.3
unit.000012, step_1, 1446544753.9, 1446546426.67, 1446544753.9, 1446546431.35, 1446546622.26, 1446546623.34
unit.000013, step_1, 1446544753.9, 1446546431.06, 1446544753.9, 1446546436.14, 1446546627.59, 1446546629.53
unit.000014, step_1, 1446544753.9, 1446546439.26, 1446544753.9, 1446546443.44, 1446546640.16, 1446546641.01
unit.000015, step_1, 1446544753.9, 1446546443.52, 1446544753.9, 1446546448.38, 1446546639.36, 1446546641.01
unit.000016, step_1, 1446544753.91, 1446546455.13, 1446544753.91, 1446546461.87, 1446546652.44, 1446546654.05
unit.000017, step_1, 1446544753.91, 1446546467.38, 1446544753.91, 1446546472.24, 1446546663.91, 1446546665.23
unit.000018, step_1, 1446544753.91, 1446546472.76, 1446544753.91, 1446546477.49, 1446546671.16, 1446546672.71
unit.000019, step_1, 1446544753.91, 1446546479.04, 1446544753.91, 1446546484.04, 1446546675.28, 1446546676.75
unit.000020, step_1, 1446544753.91, 1446546496.76, 1446544753.91, 1446546501.59, 1446546692.89, 1446546693.68
unit.000021, step_1, 1446544753.91, 1446545730.87, 1446544753.91, 1446545735.23, 1446545928.29, 1446545929.32
unit.000022, step_1, 1446544753.92, 1446545734.43, 1446544753.92, 1446545739.22, 1446545932.12, 1446545933.46
unit.000023, step_1, 1446544753.92, 1446545742.21, 1446544753.92, 1446545746.27, 1446545939.27, 1446545940.51
unit.000024, step_1, 1446544753.92, 1446545749.77, 1446544753.92, 1446545754.6, 1446545948.38, 1446545949.42
unit.000025, step_1, 1446544753.92, 1446545757.76, 1446544753.92, 1446545763.29, 1446545953.97, 1446545955.43
unit.000026, step_1, 1446544753.92, 1446545784.37, 1446544753.92, 1446545789.29, 1446545993.11, 1446545994.7
unit.000027, step_1, 1446544753.92, 1446545788.6, 1446544753.92, 1446545793.33, 1446546010.93, 1446546012.35
unit.000028, step_1, 1446544753.92, 1446545774.34, 1446544753.92, 1446545779.07, 1446546003.78, 1446546005.25
unit.000029, step_1, 1446544753.93, 1446545792.67, 1446544753.93, 1446545797.28, 1446546007.51, 1446546009.28
unit.000030, step_1, 1446544753.93, 1446545805.09, 1446544753.93, 1446545809.37, 1446546001.56, 1446546003.08
unit.000031, step_1, 1446544753.93, 1446545812.62, 1446544753.93, 1446545817.44, 1446546008.31, 1446546010.33
unit.000032, step_1, 1446544753.93, 1446545824.83, 1446544753.93, 1446545829.21, 1446546022.09, 1446546023.59
unit.000033, step_1, 1446544753.93, 1446545828.79, 1446544753.93, 1446545833.92, 1446546025.01, 1446546025.6
unit.000034, step_1, 1446544753.94, 1446545840.77, 1446544753.94, 1446545844.82, 1446546035.78, 1446546037.04
unit.000035, step_1, 1446544753.94, 1446545848.15, 1446544753.94, 1446545853.08, 1446546044.93, 1446546046.62
unit.000036, step_1, 1446544753.94, 1446545862.71, 1446544753.94, 1446545867.22, 1446546058.92, 1446546060.1
unit.000037, step_1, 1446544753.94, 1446545870.19, 1446544753.94, 1446545874.7, 1446546067.17, 1446546068.78
unit.000038, step_1, 1446544753.94, 1446545897.29, 1446544753.94, 1446545901.96, 1446546094.34, 1446546095.78
unit.000039, step_1, 1446544753.94, 1446545866.57, 1446544753.94, 1446545870.94, 1446546061.74, 1446546062.64
unit.000040, step_1, 1446544753.94, 1446545878.57, 1446544753.94, 1446545882.93, 1446546074.11, 1446546075.15
unit.000041, step_1, 1446544753.95, 1446545885.26, 1446544753.95, 1446545889.62, 1446546083.47, 1446546084.36
unit.000042, step_1, 1446544753.95, 1446545908.65, 1446544753.95, 1446545913.22, 1446546104.1, 1446546106.08
unit.000043, step_1, 1446544753.95, 1446545916.33, 1446544753.95, 1446545921.05, 1446546111.95, 1446546113.18
unit.000044, step_1, 1446544753.95, 1446545922.91, 1446544753.95, 1446545927.25, 1446546122.21, 1446546123.62
unit.000045, step_1, 1446544753.95, 1446545927.7, 1446544753.95, 1446545932.01, 1446546126.54, 1446546127.78
unit.000046, step_1, 1446544753.95, 1446545933.83, 1446544753.95, 1446545938.51, 1446546129.56, 1446546130.02
unit.000047, step_1, 1446544753.96, 1446545943.91, 1446544753.96, 1446545948.3, 1446546139.42, 1446546141.36
unit.000048, step_1, 1446544753.96, 1446545955.43, 1446544753.96, 1446545959.74, 1446546152.0, 1446546153.97
unit.000049, step_1, 1446544753.96, 1446545963.99, 1446544753.96, 1446545974.78, 1446546171.73, 1446546172.33
unit.000050, step_1, 1446544753.96, 1446545977.85, 1446544753.96, 1446545982.32, 1446546177.06, 1446546177.91
unit.000051, step_1, 1446544753.96, 1446545982.14, 1446544753.96, 1446545986.47, 1446546176.86, 1446546177.91
unit.000052, step_1, 1446544753.96, 1446545258.84, 1446544753.96, 1446545263.09, 1446545454.72, 1446545456.09
unit.000053, step_1, 1446544753.97, 1446545280.03, 1446544753.97, 1446545284.8, 1446545477.77, 1446545479.63
unit.000054, step_1, 1446544753.97, 1446545301.37, 1446544753.97, 1446545306.04, 1446545497.39, 1446545498.88
unit.000055, step_1, 1446544753.97, 1446546522.16, 1446544753.97, 1446546526.77, 1446546719.17, 1446546720.88
unit.000056, step_1, 1446544753.97, 1446546529.72, 1446544753.97, 1446546533.96, 1446546726.52, 1446546727.35
unit.000057, step_1, 1446544753.97, 1446546534.58, 1446544753.97, 1446546538.92, 1446546732.26, 1446546733.44
unit.000058, step_1, 1446544753.97, 1446546546.1, 1446544753.97, 1446546550.65, 1446546741.62, 1446546742.77
unit.000059, step_1, 1446544753.98, 1446546552.24, 1446544753.98, 1446546556.67, 1446546747.97, 1446546750.08
unit.000060, step_1, 1446544753.98, 1446546555.86, 1446544753.98, 1446546560.37, 1446546754.01, 1446546755.16
unit.000061, step_1, 1446544753.98, 1446545624.35, 1446544753.98, 1446545629.02, 1446545820.21, 1446545821.76
unit.000062, step_1, 1446544753.98, 1446546567.01, 1446544753.98, 1446546575.49, 1446546768.31, 1446546769.65
unit.000063, step_1, 1446544753.98, 1446545726.68, 1446544753.98, 1446545731.56, 1446545926.58, 1446545928.32
unit.000064, step_1, 1446544753.98, 1446546589.8, 1446544753.98, 1446546594.44, 1446546787.59, 1446546789.46
unit.000065, step_1, 1446544753.98, 1446546597.63, 1446544753.98, 1446546602.98, 1446546795.54, 1446546796.7
unit.000066, step_1, 1446544753.99, 1446546605.78, 1446544753.99, 1446546610.24, 1446546804.52, 1446546806.14
unit.000067, step_1, 1446544753.99, 1446545926.55, 1446544753.99, 1446545931.13, 1446546122.01, 1446546122.62
unit.000068, step_1, 1446544753.99, 1446546617.07, 1446544753.99, 1446546621.69, 1446546812.91, 1446546814.43
unit.000069, step_1, 1446544753.99, 1446546624.81, 1446544753.99, 1446546629.23, 1446546820.64, 1446546822.7
unit.000070, step_1, 1446544753.99, 1446546635.96, 1446544753.99, 1446546640.46, 1446546832.99, 1446546835.01
unit.000071, step_1, 1446544753.99, 1446546643.3, 1446544753.99, 1446546648.24, 1446546838.81, 1446546840.42
unit.000072, step_1, 1446544754.0, 1446546651.26, 1446544754.0, 1446546655.54, 1446546847.54, 1446546848.45
unit.000073, step_1, 1446544754.0, 1446546664.16, 1446544754.0, 1446546668.34, 1446546861.18, 1446546863.01
unit.000074, step_1, 1446544754.0, 1446546671.69, 1446544754.0, 1446546675.66, 1446546867.7, 1446546869.23
unit.000075, step_1, 1446544754.0, 1446546678.37, 1446544754.0, 1446546682.28, 1446546873.61, 1446546875.36
unit.000076, step_1, 1446544754.0, 1446546682.13, 1446544754.0, 1446546686.27, 1446546877.52, 1446546878.55
unit.000077, step_1, 1446544754.0, 1446546688.67, 1446544754.0, 1446546693.14, 1446546885.85, 1446546887.88
unit.000078, step_1, 1446544754.01, 1446545800.81, 1446544754.01, 1446545805.74, 1446546017.27, 1446546018.49
unit.000079, step_1, 1446544754.01, 1446546703.12, 1446544754.01, 1446546707.19, 1446546902.08, 1446546903.56
unit.000080, step_1, 1446544754.01, 1446546710.32, 1446544754.01, 1446546714.81, 1446546908.8, 1446546909.93
unit.000081, step_1, 1446544754.01, 1446546714.09, 1446544754.01, 1446546718.69, 1446546909.7, 1446546911.13
unit.000082, step_1, 1446544754.01, 1446544771.92, 1446544754.01, 1446544776.13, 1446544968.45, 1446544969.12
unit.000083, step_1, 1446544754.01, 1446546741.04, 1446544754.01, 1446546745.42, 1446546936.55, 1446546938.49
unit.000084, step_1, 1446544754.02, 1446545237.6, 1446544754.02, 1446545242.24, 1446545435.2, 1446545435.91
unit.000085, step_1, 1446544754.02, 1446545240.52, 1446544754.02, 1446545244.97, 1446545439.63, 1446545441.13
unit.000086, step_1, 1446544754.02, 1446545245.09, 1446544754.02, 1446545249.47, 1446545442.45, 1446545444.32
unit.000087, step_1, 1446544754.02, 1446545256.88, 1446544754.02, 1446545261.46, 1446545452.31, 1446545454.08
unit.000088, step_1, 1446544754.02, 1446545262.44, 1446544754.02, 1446545266.66, 1446545457.44, 1446545458.26
unit.000089, step_1, 1446544754.02, 1446545268.98, 1446544754.02, 1446545273.59, 1446545464.48, 1446545465.79
