uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1445780916.38, 1445780940.32, 1445780916.38, 1445780944.83, 1445781135.42, 1445781137.27
unit.000001, step_1, 1445780916.39, 1445780947.47, 1445780916.39, 1445780951.99, 1445781144.63, 1445781146.34
unit.000002, step_1, 1445780916.4, 1445780927.94, 1445780916.4, 1445780932.61, 1445781125.0, 1445781126.72
unit.000003, step_1, 1445780916.4, 1445780931.55, 1445780916.4, 1445780936.06, 1445781126.4, 1445781127.98
unit.000004, step_1, 1445780916.41, 1445780929.42, 1445780916.41, 1445780934.06, 1445781124.8, 1445781126.74
unit.000005, step_1, 1445780916.42, 1445780945.91, 1445780916.42, 1445780950.48, 1445781143.33, 1445781145.2
unit.000006, step_1, 1445780916.43, 1445780917.91, 1445780916.43, 1445780927.03, 1445781118.48, 1445781119.83
unit.000007, step_1, 1445780916.43, 1445780943.89, 1445780916.43, 1445780948.53, 1445781139.93, 1445781141.81
unit.000008, step_1, 1445780916.44, 1445780938.69, 1445780916.44, 1445780943.32, 1445781134.51, 1445781136.0
unit.000009, step_1, 1445780916.45, 1445780917.91, 1445780916.45, 1445780928.83, 1445781121.69, 1445781123.1
unit.000010, step_1, 1445780916.45, 1445780935.1, 1445780916.45, 1445780939.71, 1445781132.11, 1445781133.8
unit.000011, step_1, 1445780916.46, 1445780925.83, 1445780916.46, 1445780930.29, 1445781121.89, 1445781123.28
unit.000012, step_1, 1445780916.46, 1445780936.71, 1445780916.46, 1445780941.22, 1445781131.71, 1445781132.54
unit.000013, step_1, 1445780916.48, 1445780949.51, 1445780916.48, 1445780954.31, 1445781147.04, 1445781148.64
unit.000014, step_1, 1445780916.48, 1445780933.14, 1445780916.48, 1445780937.77, 1445781130.91, 1445781132.36
unit.000015, step_1, 1445780916.49, 1445780942.29, 1445780916.49, 1445780946.82, 1445781137.62, 1445781139.58
unit.000016, step_2, 1445781150.53, 1445781156.28, 1445781150.53, 1445781158.07, 1445781370.23, 1445781372.01
unit.000017, step_2, 1445781150.53, 1445781158.12, 1445781150.53, 1445781160.21, 1445781374.03, 1445781374.8
unit.000018, step_2, 1445781150.54, 1445781154.46, 1445781150.54, 1445781156.44, 1445781369.02, 1445781371.19
unit.000019, step_2, 1445781150.54, 1445781153.55, 1445781150.54, 1445781155.44, 1445781368.31, 1445781369.66
unit.000020, step_2, 1445781150.54, 1445781152.64, 1445781150.54, 1445781154.56, 1445781368.21, 1445781369.48
unit.000021, step_2, 1445781150.55, 1445781158.61, 1445781150.55, 1445781160.41, 1445781373.53, 1445781374.98
unit.000022, step_2, 1445781150.55, 1445781156.41, 1445781150.55, 1445781158.61, 1445781370.82, 1445781372.09
unit.000023, step_2, 1445781150.56, 1445781155.49, 1445781150.56, 1445781157.45, 1445781368.92, 1445781371.92
unit.000024, step_2, 1445781150.56, 1445781157.7, 1445781150.56, 1445781159.67, 1445781372.43, 1445781373.54
unit.000025, step_2, 1445781150.56, 1445781155.37, 1445781150.56, 1445781157.19, 1445781369.62, 1445781371.47
unit.000026, step_2, 1445781150.57, 1445781157.19, 1445781150.57, 1445781159.14, 1445781371.93, 1445781372.27
unit.000027, step_2, 1445781150.57, 1445781154.58, 1445781150.57, 1445781156.52, 1445781369.18, 1445781371.38
unit.000028, step_2, 1445781150.57, 1445781153.67, 1445781150.57, 1445781155.64, 1445781368.17, 1445781369.84
unit.000029, step_2, 1445781150.58, 1445781151.61, 1445781150.58, 1445781153.74, 1445781369.32, 1445781371.02
unit.000030, step_2, 1445781150.58, 1445781152.76, 1445781150.58, 1445781154.76, 1445781367.12, 1445781368.22
unit.000031, step_2, 1445781150.58, 1445781151.85, 1445781150.58, 1445781153.95, 1445781365.91, 1445781368.04
