uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446530468.49, 1446531254.52, 1446530468.49, 1446531258.41, 1446531449.02, 1446531449.96
unit.000001, step_1, 1446530468.49, 1446531268.47, 1446530468.49, 1446531272.67, 1446531469.68, 1446531470.79
unit.000002, step_1, 1446530468.49, 1446531282.84, 1446530468.49, 1446531286.81, 1446531480.86, 1446531482.36
unit.000003, step_1, 1446530468.49, 1446531289.69, 1446530468.49, 1446531293.69, 1446531484.48, 1446531485.39
unit.000004, step_1, 1446530468.5, 1446531300.26, 1446530468.5, 1446531305.71, 1446531498.99, 1446531500.35
unit.000005, step_1, 1446530468.5, 1446531309.47, 1446530468.5, 1446531313.68, 1446531504.63, 1446531506.28
unit.000006, step_1, 1446530468.5, 1446531316.37, 1446530468.5, 1446531321.21, 1446531515.2, 1446531517.06
unit.000007, step_1, 1446530468.5, 1446531323.84, 1446530468.5, 1446531328.14, 1446531521.56, 1446531523.22
unit.000008, step_1, 1446530468.5, 1446531333.28, 1446530468.5, 1446531337.1, 1446531528.41, 1446531529.46
unit.000009, step_1, 1446530468.5, 1446531339.71, 1446530468.5, 1446531344.23, 1446531535.35, 1446531536.94
unit.000010, step_1, 1446530468.51, 1446531346.26, 1446530468.51, 1446531350.41, 1446531542.2, 1446531543.68
unit.000011, step_1, 1446530468.51, 1446531354.73, 1446530468.51, 1446531359.23, 1446531551.57, 1446531553.22
unit.000012, step_1, 1446530468.51, 1446531365.42, 1446530468.51, 1446531369.95, 1446531560.83, 1446531562.26
unit.000013, step_1, 1446530468.51, 1446531371.12, 1446530468.51, 1446531375.27, 1446531566.78, 1446531567.97
unit.000014, step_1, 1446530468.51, 1446531375.94, 1446530468.51, 1446531380.34, 1446531574.12, 1446531575.43
unit.000015, step_1, 1446530468.51, 1446531381.95, 1446530468.51, 1446531386.49, 1446531577.44, 1446531578.52
unit.000016, step_1, 1446530468.52, 1446531386.94, 1446530468.52, 1446531391.62, 1446531584.19, 1446531585.8
unit.000017, step_1, 1446530468.52, 1446531396.28, 1446530468.52, 1446531400.57, 1446531591.64, 1446531593.12
unit.000018, step_1, 1446530468.52, 1446531420.21, 1446530468.52, 1446531425.21, 1446531616.21, 1446531617.41
unit.000019, step_1, 1446530468.52, 1446531416.54, 1446530468.52, 1446531420.86, 1446531613.19, 1446531615.31
unit.000020, step_1, 1446530468.52, 1446531424.58, 1446530468.52, 1446531428.71, 1446531626.38, 1446531627.56
unit.000021, step_1, 1446530468.52, 1446530724.1, 1446530468.52, 1446530728.33, 1446530919.08, 1446530921.13
unit.000022, step_1, 1446530468.53, 1446531930.11, 1446530468.53, 1446531934.47, 1446532125.59, 1446532127.25
unit.000023, step_1, 1446530468.53, 1446531981.15, 1446530468.53, 1446531984.99, 1446532175.76, 1446532176.97
unit.000024, step_1, 1446530468.53, 1446532027.77, 1446530468.53, 1446532032.27, 1446532222.86, 1446532224.69
unit.000025, step_1, 1446530468.53, 1446532083.91, 1446530468.53, 1446532088.09, 1446532285.31, 1446532286.7
unit.000026, step_1, 1446530468.53, 1446532126.38, 1446530468.53, 1446532130.54, 1446532322.67, 1446532324.26
unit.000027, step_1, 1446530468.53, 1446531234.02, 1446530468.53, 1446531238.06, 1446531447.01, 1446531447.87
unit.000028, step_1, 1446530468.53, 1446531222.89, 1446530468.53, 1446531227.22, 1446531418.01, 1446531419.55
unit.000029, step_1, 1446530468.54, 1446532303.39, 1446530468.54, 1446532308.02, 1446532500.22, 1446532501.54
unit.000030, step_1, 1446530468.54, 1446530779.2, 1446530468.54, 1446530783.51, 1446530976.61, 1446530978.29
unit.000031, step_1, 1446530468.54, 1446530802.56, 1446530468.54, 1446530806.76, 1446530997.36, 1446530998.76
unit.000032, step_1, 1446530468.54, 1446530809.57, 1446530468.54, 1446530813.37, 1446531004.62, 1446531005.84
unit.000033, step_1, 1446530468.54, 1446530543.62, 1446530468.54, 1446530548.16, 1446530739.14, 1446530740.47
unit.000034, step_1, 1446530468.54, 1446530824.76, 1446530468.54, 1446530828.85, 1446531021.08, 1446531022.32
unit.000035, step_1, 1446530468.55, 1446530635.41, 1446530468.55, 1446530639.42, 1446530834.73, 1446530836.55
unit.000036, step_1, 1446530468.55, 1446530682.71, 1446530468.55, 1446530686.72, 1446530882.29, 1446530883.93
unit.000037, step_1, 1446530468.55, 1446530724.7, 1446530468.55, 1446530728.72, 1446530920.79, 1446530922.13
unit.000038, step_1, 1446530468.55, 1446530775.87, 1446530468.55, 1446530779.88, 1446530970.57, 1446530972.24
unit.000039, step_1, 1446530468.55, 1446530823.56, 1446530468.55, 1446530827.82, 1446531018.92, 1446531020.31
unit.000040, step_1, 1446530468.55, 1446530871.9, 1446530468.55, 1446530876.04, 1446531068.97, 1446531070.6
unit.000041, step_1, 1446530468.56, 1446530881.14, 1446530468.56, 1446530886.07, 1446531094.57, 1446531096.79
unit.000042, step_1, 1446530468.56, 1446530889.09, 1446530468.56, 1446530893.36, 1446531088.92, 1446531090.31
unit.000043, step_1, 1446530468.56, 1446531005.95, 1446530468.56, 1446531010.51, 1446531201.12, 1446531202.35
unit.000044, step_1, 1446530468.56, 1446531040.76, 1446530468.56, 1446531045.15, 1446531238.58, 1446531239.81
unit.000045, step_1, 1446530468.56, 1446531084.56, 1446530468.56, 1446531088.81, 1446531282.29, 1446531284.41
unit.000046, step_1, 1446530468.56, 1446531125.28, 1446530468.56, 1446531129.44, 1446531320.9, 1446531322.49
unit.000047, step_1, 1446530468.57, 1446531166.57, 1446530468.57, 1446531171.25, 1446531362.11, 1446531362.63
unit.000048, step_1, 1446530468.57, 1446531206.41, 1446530468.57, 1446531210.44, 1446531403.3, 1446531404.94
unit.000049, step_1, 1446530468.57, 1446531251.27, 1446530468.57, 1446531255.39, 1446531446.61, 1446531447.87
unit.000050, step_1, 1446530468.57, 1446531305.0, 1446530468.57, 1446531308.77, 1446531501.2, 1446531501.89
unit.000051, step_1, 1446530468.57, 1446531347.25, 1446530468.57, 1446531351.71, 1446531543.81, 1446531544.69
unit.000052, step_1, 1446530468.57, 1446531868.76, 1446530468.57, 1446531872.78, 1446532065.65, 1446532066.47
unit.000053, step_1, 1446530468.58, 1446531874.69, 1446530468.58, 1446531879.31, 1446532071.29, 1446532072.91
unit.000054, step_1, 1446530468.58, 1446531878.67, 1446530468.58, 1446531882.69, 1446532075.82, 1446532076.95
unit.000055, step_1, 1446530468.58, 1446531889.97, 1446530468.58, 1446531894.13, 1446532094.17, 1446532095.82
unit.000056, step_1, 1446530468.58, 1446531900.1, 1446530468.58, 1446531905.59, 1446532096.29, 1446532097.93
unit.000057, step_1, 1446530468.58, 1446531909.23, 1446530468.58, 1446531913.98, 1446532105.05, 1446532106.18
unit.000058, step_1, 1446530468.58, 1446531915.97, 1446530468.58, 1446531919.97, 1446532115.02, 1446532115.59
unit.000059, step_1, 1446530468.59, 1446531927.79, 1446530468.59, 1446531932.0, 1446532122.58, 1446532124.08
unit.000060, step_1, 1446530468.59, 1446531934.97, 1446530468.59, 1446531938.92, 1446532131.33, 1446532132.46
unit.000061, step_1, 1446530468.59, 1446531945.55, 1446530468.59, 1446531949.64, 1446532142.61, 1446532144.48
unit.000062, step_1, 1446530468.59, 1446531956.37, 1446530468.59, 1446531960.54, 1446532153.29, 1446532154.08
unit.000063, step_1, 1446530468.59, 1446531962.04, 1446530468.59, 1446531967.13, 1446532160.99, 1446532162.28
unit.000064, step_1, 1446530468.59, 1446531969.71, 1446530468.59, 1446531974.7, 1446532167.28, 1446532168.55
unit.000065, step_1, 1446530468.6, 1446531977.41, 1446530468.6, 1446531981.83, 1446532174.67, 1446532175.96
unit.000066, step_1, 1446530468.6, 1446531984.32, 1446530468.6, 1446531988.44, 1446532179.17, 1446532180.24
unit.000067, step_1, 1446530468.6, 1446531991.3, 1446530468.6, 1446531996.18, 1446532186.72, 1446532188.4
unit.000068, step_1, 1446530468.6, 1446531999.0, 1446530468.6, 1446532003.45, 1446532195.69, 1446532196.46
unit.000069, step_1, 1446530468.6, 1446532004.59, 1446530468.6, 1446532009.1, 1446532201.32, 1446532202.72
unit.000070, step_1, 1446530468.6, 1446532015.7, 1446530468.6, 1446532020.14, 1446532213.09, 1446532214.06
unit.000071, step_1, 1446530468.61, 1446532031.53, 1446530468.61, 1446532035.87, 1446532230.21, 1446532231.35
unit.000072, step_1, 1446530468.61, 1446532025.56, 1446530468.61, 1446532030.18, 1446532221.66, 1446532223.67
unit.000073, step_1, 1446530468.61, 1446532038.71, 1446530468.61, 1446532042.69, 1446532233.44, 1446532235.41
unit.000074, step_1, 1446530468.61, 1446532049.28, 1446530468.61, 1446532053.73, 1446532246.92, 1446532248.29
