uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1445790092.5, 1445790135.54, 1445790092.5, 1445790140.1, 1445790331.64, 1445790332.76
unit.000001, step_1, 1445790092.51, 1445790128.33, 1445790092.51, 1445790132.9, 1445790330.48, 1445790332.22
unit.000002, step_1, 1445790092.52, 1445790121.09, 1445790092.52, 1445790125.8, 1445790317.07, 1445790318.74
unit.000003, step_1, 1445790092.52, 1445790131.92, 1445790092.52, 1445790136.62, 1445790330.33, 1445790332.22
unit.000004, step_1, 1445790092.53, 1445790135.05, 1445790092.53, 1445790139.57, 1445790330.53, 1445790332.4
unit.000005, step_1, 1445790092.54, 1445790146.56, 1445790092.54, 1445790151.02, 1445790345.58, 1445790347.28
unit.000006, step_1, 1445790092.54, 1445790213.87, 1445790092.54, 1445790219.42, 1445790412.15, 1445790413.63
unit.000007, step_1, 1445790092.55, 1445790161.12, 1445790092.55, 1445790165.65, 1445790359.02, 1445790360.9
unit.000008, step_1, 1445790092.55, 1445790180.41, 1445790092.55, 1445790184.97, 1445790375.57, 1445790377.08
unit.000009, step_1, 1445790092.56, 1445790117.13, 1445790092.56, 1445790121.55, 1445790313.37, 1445790315.11
unit.000010, step_1, 1445790092.56, 1445790185.04, 1445790092.56, 1445790189.46, 1445790384.29, 1445790386.15
unit.000011, step_1, 1445790092.57, 1445790192.26, 1445790092.57, 1445790196.86, 1445790393.21, 1445790395.4
unit.000012, step_1, 1445790092.57, 1445790198.3, 1445790092.57, 1445790202.9, 1445790396.62, 1445790398.67
unit.000013, step_1, 1445790092.57, 1445790202.98, 1445790092.57, 1445790207.68, 1445790403.13, 1445790404.64
unit.000014, step_1, 1445790092.58, 1445790212.65, 1445790092.58, 1445790218.41, 1445790413.96, 1445790414.83
unit.000015, step_1, 1445790092.58, 1445790106.45, 1445790092.58, 1445790110.94, 1445790301.63, 1445790302.58
unit.000016, step_1, 1445790092.58, 1445790113.89, 1445790092.58, 1445790118.67, 1445790313.17, 1445790315.1
unit.000017, step_1, 1445790092.59, 1445790120.7, 1445790092.59, 1445790125.27, 1445790315.88, 1445790317.47
unit.000018, step_1, 1445790092.6, 1445790096.14, 1445790092.6, 1445790107.31, 1445790299.93, 1445790301.32
unit.000019, step_1, 1445790092.61, 1445790096.13, 1445790092.61, 1445790104.11, 1445790295.61, 1445790296.96
unit.000020, step_1, 1445790092.61, 1445790176.14, 1445790092.61, 1445790181.31, 1445790374.26, 1445790375.81
unit.000021, step_1, 1445790092.61, 1445790209.05, 1445790092.61, 1445790213.51, 1445790405.34, 1445790406.91
unit.000022, step_1, 1445790092.62, 1445790150.12, 1445790092.62, 1445790154.74, 1445790347.09, 1445790348.4
unit.000023, step_1, 1445790092.62, 1445790191.18, 1445790092.62, 1445790195.56, 1445790389.85, 1445790391.78
unit.000024, step_1, 1445790092.63, 1445790176.81, 1445790092.63, 1445790182.26, 1445790376.07, 1445790377.08
unit.000025, step_1, 1445790092.64, 1445790142.77, 1445790092.64, 1445790147.93, 1445790338.86, 1445790340.56
unit.000026, step_1, 1445790092.64, 1445790199.42, 1445790092.64, 1445790203.91, 1445790398.62, 1445790399.94
unit.000027, step_1, 1445790092.66, 1445790168.62, 1445790092.66, 1445790173.36, 1445790364.64, 1445790366.91
unit.000028, step_1, 1445790092.66, 1445790205.47, 1445790092.66, 1445790210.1, 1445790400.53, 1445790401.2
unit.000029, step_1, 1445790092.66, 1445790194.62, 1445790092.66, 1445790199.28, 1445790390.2, 1445790391.95
unit.000030, step_1, 1445790092.68, 1445790187.57, 1445790092.68, 1445790192.08, 1445790385.29, 1445790387.25
unit.000031, step_1, 1445790092.69, 1445790157.56, 1445790092.69, 1445790161.93, 1445790354.41, 1445790356.38
unit.000032, step_1, 1445790092.69, 1445790110.01, 1445790092.69, 1445790114.42, 1445790305.75, 1445790307.12
unit.000033, step_1, 1445790092.7, 1445790201.91, 1445790092.7, 1445790206.38, 1445790396.82, 1445790398.93
unit.000034, step_1, 1445790092.71, 1445790217.54, 1445790092.71, 1445790222.03, 1445790417.96, 1445790419.25
unit.000035, step_1, 1445790092.72, 1445790124.72, 1445790092.72, 1445790129.27, 1445790320.4, 1445790321.09
unit.000036, step_1, 1445790092.72, 1445790153.73, 1445790092.72, 1445790158.47, 1445790350.5, 1445790351.85
unit.000037, step_1, 1445790092.72, 1445790106.71, 1445790092.72, 1445790111.46, 1445790302.44, 1445790303.67
unit.000038, step_1, 1445790092.73, 1445790110.31, 1445790092.73, 1445790114.95, 1445790305.35, 1445790307.29
unit.000039, step_1, 1445790092.74, 1445790165.01, 1445790092.74, 1445790169.6, 1445790360.53, 1445790362.18
unit.000040, step_1, 1445790092.75, 1445790171.96, 1445790092.75, 1445790177.04, 1445790367.65, 1445790369.09
unit.000041, step_1, 1445790092.75, 1445790183.99, 1445790092.75, 1445790188.45, 1445790383.29, 1445790384.89
