uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1445789465.19, 1445789527.93, 1445789465.19, 1445789532.42, 1445789725.06, 1445789726.35
unit.000001, step_1, 1445789465.19, 1445789507.07, 1445789465.19, 1445789511.62, 1445789704.82, 1445789706.18
unit.000002, step_1, 1445789465.2, 1445789480.36, 1445789465.2, 1445789485.09, 1445789675.95, 1445789677.69
unit.000003, step_1, 1445789465.21, 1445789520.52, 1445789465.21, 1445789525.21, 1445789715.85, 1445789717.04
unit.000004, step_1, 1445789465.21, 1445789483.98, 1445789465.21, 1445789488.62, 1445789679.86, 1445789681.14
unit.000005, step_1, 1445789465.21, 1445789487.59, 1445789465.21, 1445789492.25, 1445789682.87, 1445789684.58
unit.000006, step_1, 1445789465.22, 1445789492.7, 1445789465.22, 1445789497.19, 1445789687.48, 1445789689.11
unit.000007, step_1, 1445789465.22, 1445789494.8, 1445789465.22, 1445789499.26, 1445789691.19, 1445789692.56
unit.000008, step_1, 1445789465.23, 1445789498.35, 1445789465.23, 1445789502.89, 1445789694.09, 1445789696.0
unit.000009, step_1, 1445789465.24, 1445789501.92, 1445789465.24, 1445789506.42, 1445789704.62, 1445789705.99
unit.000010, step_1, 1445789465.25, 1445789496.29, 1445789465.25, 1445789500.82, 1445789694.25, 1445789695.83
unit.000011, step_1, 1445789465.25, 1445789510.69, 1445789465.25, 1445789516.15, 1445789707.03, 1445789708.54
unit.000012, step_1, 1445789465.26, 1445789516.92, 1445789465.26, 1445789521.37, 1445789713.04, 1445789714.51
unit.000013, step_1, 1445789465.26, 1445789518.61, 1445789465.26, 1445789523.19, 1445789713.84, 1445789714.68
unit.000014, step_1, 1445789465.26, 1445789522.24, 1445789465.26, 1445789526.98, 1445789717.65, 1445789718.33
unit.000015, step_1, 1445789465.27, 1445789524.17, 1445789465.27, 1445789528.79, 1445789721.56, 1445789724.0
unit.000016, step_1, 1445789465.28, 1445789525.91, 1445789465.28, 1445789530.55, 1445789723.56, 1445789725.14
unit.000017, step_1, 1445789465.28, 1445789476.62, 1445789465.28, 1445789481.21, 1445789671.74, 1445789673.15
unit.000018, step_1, 1445789465.29, 1445789529.37, 1445789465.29, 1445789533.99, 1445789726.77, 1445789728.59
unit.000019, step_1, 1445789465.29, 1445789491.19, 1445789465.29, 1445789495.63, 1445789686.28, 1445789687.85
unit.000020, step_1, 1445789465.29, 1445789515.09, 1445789465.29, 1445789519.56, 1445789713.64, 1445789714.33
unit.000021, step_1, 1445789465.31, 1445789499.89, 1445789465.31, 1445789504.35, 1445789696.9, 1445789698.19
unit.000022, step_1, 1445789465.31, 1445789505.55, 1445789465.31, 1445789510.05, 1445789705.02, 1445789705.99
unit.000023, step_1, 1445789465.32, 1445789481.86, 1445789465.32, 1445789486.56, 1445789677.36, 1445789678.78
unit.000024, step_1, 1445789465.32, 1445789485.49, 1445789465.32, 1445789490.18, 1445789680.76, 1445789682.23
unit.000025, step_1, 1445789465.32, 1445789512.78, 1445789465.32, 1445789517.99, 1445789708.63, 1445789710.89
unit.000026, step_1, 1445789465.32, 1445789489.11, 1445789465.32, 1445789493.56, 1445789688.38, 1445789690.2
